WKT,id,rna_id,rcl_id,address,house_number,range_low,range_high,road_name,locality,territorial_authority,road_name_utf8,address_utf8,locality_utf8,shape_X,shape_Y
POINT (171.75881055 -43.9096636833),147856,1780764,41908,"46 Cambridge Street, Hampstead, Ashburton",46,46,,Cambridge Street,Hampstead,Ashburton District,Cambridge Street,"46 Cambridge Street, Hampstead, Ashburton",Hampstead,171.75881055,-43.909663683299996
POINT (171.7676511333 -43.8991611),148272,1780746,50693,"22 Collins Street, Netherby, Ashburton",22,22,,Collins Street,Netherby,Ashburton District,Collins Street,"22 Collins Street, Netherby, Ashburton",Netherby,171.767651133,-43.8991611
POINT (171.7686069 -43.9046705333),148304,1780697,37231,"28 McDonald Street, Netherby, Ashburton",28,28,,McDonald Street,Netherby,Ashburton District,McDonald Street,"28 McDonald Street, Netherby, Ashburton",Netherby,171.7686069,-43.9046705333
POINT (171.77127885 -43.9123304833),148488,3013415,319328,"126 Wakanui Road, Elgin, Ashburton",126,126,,Wakanui Road,Elgin,Ashburton District,Wakanui Road,"126 Wakanui Road, Elgin, Ashburton",Elgin,171.77127885,-43.912330483299996
POINT (171.76676025 -43.9078327333),148594,3020360,46677,"9 Adams Street, Hampstead, Ashburton",9,9,,Adams Street,Hampstead,Ashburton District,Adams Street,"9 Adams Street, Hampstead, Ashburton",Hampstead,171.76676025,-43.9078327333
POINT (171.77567825 -43.93030915),148710,3046764,43725,"222 Beach Road East, Elgin, Ashburton",222,222,,Beach Road East,Elgin,Ashburton District,Beach Road East,"222 Beach Road East, Elgin, Ashburton",Elgin,171.77567825,-43.93030915
POINT (171.8116182833 -43.9333529167),148936,1781175,56371,"140 Elgin Road, Elgin, Ashburton",140,140,,Elgin Road,Elgin,Ashburton District,Elgin Road,"140 Elgin Road, Elgin, Ashburton",Elgin,171.811618283,-43.9333529167
POINT (171.8229823667 -43.95542415),148975,1781125,39054,"98 Beggs Road, Elgin, Ashburton",98,98,,Beggs Road,Elgin,Ashburton District,Beggs Road,"98 Beggs Road, Elgin, Ashburton",Elgin,171.822982367,-43.95542415
POINT (171.9214813167 -43.9630970667),149243,1781057,37142,"163 Collisons Road, Wakanui",163,163,,Collisons Road,Wakanui,Ashburton District,Collisons Road,"163 Collisons Road, Wakanui",Wakanui,171.921481317,-43.9630970667
POINT (171.9612161333 -43.8611431667),149678,3004771,33073,"698 Chertsey Kyle Road, Pendarves",698,698,,Chertsey Kyle Road,Pendarves,Ashburton District,Chertsey Kyle Road,"698 Chertsey Kyle Road, Pendarves",Pendarves,171.961216133,-43.8611431667
POINT (171.9819600333 -43.7454998667),149880,1780959,52583,"48 Wolseley Road, Rakaia",48,48,,Wolseley Road,Rakaia,Ashburton District,Wolseley Road,"48 Wolseley Road, Rakaia",Rakaia,171.98196003299998,-43.7454998667
POINT (172.018607 -43.75400795),150255,1781172,40245,"17 Elizabeth Avenue, Rakaia",17,17,,Elizabeth Avenue,Rakaia,Ashburton District,Elizabeth Avenue,"17 Elizabeth Avenue, Rakaia",Rakaia,172.018607,-43.75400795
POINT (172.0174669 -43.7540756),150367,1781172,40245,"8 Elizabeth Avenue, Rakaia",8,8,,Elizabeth Avenue,Rakaia,Ashburton District,Elizabeth Avenue,"8 Elizabeth Avenue, Rakaia",Rakaia,172.0174669,-43.7540756
POINT (172.01551575 -43.7988524167),150434,3017990,55852,"281 Mainwarings Road, Rakaia",281,281,,Mainwarings Road,Rakaia,Ashburton District,Mainwarings Road,"281 Mainwarings Road, Rakaia",Rakaia,172.01551575,-43.7988524167
POINT (171.9169040667 -43.8105640333),292532,1787815,56363,"191 Wards Road, Chertsey",191,191,,Wards Road,Chertsey,Ashburton District,Wards Road,"191 Wards Road, Chertsey",Chertsey,171.91690406700002,-43.8105640333
POINT (171.6405393833 -43.6318616167),1336819,1781073,36806,"39F Morgan Street, Methven",39F,39,,Morgan Street,Methven,Ashburton District,Morgan Street,"39F Morgan Street, Methven",Methven,171.640539383,-43.6318616167
POINT (171.7565348833 -43.9104624833),1415563,3024589,39046,"24B Wellington Street, Hampstead, Ashburton",24B,24,,Wellington Street,Hampstead,Ashburton District,Wellington Street,"24B Wellington Street, Hampstead, Ashburton",Hampstead,171.756534883,-43.9104624833
POINT (171.7632264 -43.8890035833),1627380,1780713,319341,"46A Galbraith Street, Allenton, Ashburton",46A,46,,Galbraith Street,Allenton,Ashburton District,Galbraith Street,"46A Galbraith Street, Allenton, Ashburton",Allenton,171.7632264,-43.8890035833
POINT (171.7544958333 -43.9012909333),1697331,3045786,31360,"5/11 Cox Street, Ashburton",5/11,11,,Cox Street,Ashburton,Ashburton District,Cox Street,"5/11 Cox Street, Ashburton",Ashburton,171.754495833,-43.9012909333
POINT (171.3264847833 -43.90450085),1763594,3017122,56330,"1717B Ealing Montalto Road, Ruapuna",1717B,1717,,Ealing Montalto Road,Ruapuna,Ashburton District,Ealing Montalto Road,"1717B Ealing Montalto Road, Ruapuna",Ruapuna,171.32648478299998,-43.90450085
POINT (171.5973916 -43.4888247167),533701,1781120,32143,"474 Blackford Road, Mount Hutt",474,474,,Blackford Road,Mount Hutt,Ashburton District,Blackford Road,"474 Blackford Road, Mount Hutt",Mount Hutt,171.5973916,-43.4888247167
POINT (171.5529805833 -43.9544996667),610644,1787362,46284,"475 Dicksons Road, Hinds",475,475,,Dicksons Road,Hinds,Ashburton District,Dicksons Road,"475 Dicksons Road, Hinds",Hinds,171.552980583,-43.9544996667
POINT (171.573429 -44.0012041167),860284,1780912,49230,"86 David Street, Hinds",86,86,,David Street,Hinds,Ashburton District,David Street,"86 David Street, Hinds",Hinds,171.573429,-44.0012041167
POINT (171.6409627667 -43.6342340833),140552,1781049,40021,"13A Colcord Place, Methven",13A,13,,Colcord Place,Methven,Ashburton District,Colcord Place,"13A Colcord Place, Methven",Methven,171.64096276700002,-43.6342340833
POINT (171.6590925833 -43.6225876833),1145378,1781107,316044,"151 Barkers Road, Methven",151,151,,Barkers Road,Methven,Ashburton District,Barkers Road,"151 Barkers Road, Methven",Methven,171.659092583,-43.6225876833
POINT (171.7724003667 -43.89022675),1328587,1781208,52611,"12 Malcolm McDowell Avenue, Netherby, Ashburton",12,12,,Malcolm McDowell Avenue,Netherby,Ashburton District,Malcolm McDowell Avenue,"12 Malcolm McDowell Avenue, Netherby, Ashburton",Netherby,171.77240036700002,-43.89022675
POINT (171.6531037333 -43.6375031),1395799,3050364,54339,"15 Line Road, Methven",15,15,,Line Road,Methven,Ashburton District,Line Road,"15 Line Road, Methven",Methven,171.653103733,-43.6375031
POINT (171.3996986333 -43.7045907333),1397488,1780883,53058,"76 Pattons Road, Mount Somers",76,76,,Pattons Road,Mount Somers,Ashburton District,Pattons Road,"76 Pattons Road, Mount Somers",Mount Somers,171.39969863299999,-43.7045907333
POINT (171.4013921833 -43.85104055),1403615,3015720,38799,"1616 Arundel Rakaia Gorge Road, Mayfield",1616,1616,,Arundel Rakaia Gorge Road,Mayfield,Ashburton District,Arundel Rakaia Gorge Road,"1616 Arundel Rakaia Gorge Road, Mayfield",Mayfield,171.40139218299998,-43.85104055
POINT (171.6549801333 -43.9469688667),1405063,3002597,43740,"74 Winslow Westerfield Road, Winslow",74,74,,Winslow Westerfield Road,Winslow,Ashburton District,Winslow Westerfield Road,"74 Winslow Westerfield Road, Winslow",Winslow,171.65498013299998,-43.946968866700004
POINT (171.73305585 -43.8808304167),1444605,1802897,310772,"9 Westpark Close, Allenton, Ashburton",9,9,,Westpark Close,Allenton,Ashburton District,Westpark Close,"9 Westpark Close, Allenton, Ashburton",Allenton,171.73305585,-43.8808304167
POINT (171.9827414333 -43.8858194667),1463705,3027872,41333,"1156 Awaroa School Road, Pendarves",1156,1156,,Awaroa School Road,Pendarves,Ashburton District,Awaroa School Road,"1156 Awaroa School Road, Pendarves",Pendarves,171.982741433,-43.8858194667
POINT (171.4235490833 -43.8243402333),1469287,1780865,38750,"33 Lismore Mayfield Road, Mayfield",33,33,,Lismore Mayfield Road,Mayfield,Ashburton District,Lismore Mayfield Road,"33 Lismore Mayfield Road, Mayfield",Mayfield,171.42354908299998,-43.8243402333
POINT (171.7993126667 -43.6981895),1471864,3012266,39457,"148 Orrs Road, Lauriston",148,148,,Orrs Road,Lauriston,Ashburton District,Orrs Road,"148 Orrs Road, Lauriston",Lauriston,171.799312667,-43.698189500000005
POINT (171.7805622833 -43.9182414167),1472271,3013415,54425,"226 Wakanui Road, Elgin, Ashburton",226,226,,Wakanui Road,Elgin,Ashburton District,Wakanui Road,"226 Wakanui Road, Elgin, Ashburton",Elgin,171.780562283,-43.9182414167
POINT (171.5783453 -44.0627515833),1472395,3001745,53650,"899 Surveyors Road, Lowcliffe",899,899,,Surveyors Road,Lowcliffe,Ashburton District,Surveyors Road,"899 Surveyors Road, Lowcliffe",Lowcliffe,171.57834530000002,-44.0627515833
POINT (171.7550501833 -43.9036033833),1554448,3065253,30699,"47 Peter Street, Ashburton",47,47,,Peter Street,Ashburton,Ashburton District,Peter Street,"47 Peter Street, Ashburton",Ashburton,171.75505018299998,-43.9036033833
POINT (171.7488980167 -43.9137375667),1559175,1780793,29009,"172 South Street, Hampstead, Ashburton",172,172,,South Street,Hampstead,Ashburton District,South Street,"172 South Street, Hampstead, Ashburton",Hampstead,171.74889801700002,-43.9137375667
POINT (172.0182221833 -43.75681015),1564410,1779200,39880,"88 Cridland Street, Rakaia",88,88,,Cridland Street,Rakaia,Ashburton District,Cridland Street,"88 Cridland Street, Rakaia",Rakaia,172.018222183,-43.75681015
POINT (172.0198470833 -43.7540988833),1591863,1779200,39142,"58 Cridland Street, Rakaia",58,58,,Cridland Street,Rakaia,Ashburton District,Cridland Street,"58 Cridland Street, Rakaia",Rakaia,172.019847083,-43.754098883299996
POINT (171.4198736167 -43.8205703333),1613274,1781072,42795,"5 Murdoch Place, Mayfield",5,5,,Murdoch Place,Mayfield,Ashburton District,Murdoch Place,"5 Murdoch Place, Mayfield",Mayfield,171.419873617,-43.8205703333
POINT (171.6445224833 -43.6194601167),1620090,3025416,53818,"53 Mount Hutt Station Road, Methven",53,53,,Mount Hutt Station Road,Methven,Ashburton District,Mount Hutt Station Road,"53 Mount Hutt Station Road, Methven",Methven,171.644522483,-43.6194601167
POINT (171.82208015 -43.8682808833),1621638,1780925,31850,"12 Deans Street, Fairton",12,12,,Deans Street,Fairton,Ashburton District,Deans Street,"12 Deans Street, Fairton",Fairton,171.82208015,-43.8682808833
POINT (171.7455070333 -43.9105881167),1625894,1780793,30883,"93 South Street, Ashburton",93,93,,South Street,Ashburton,Ashburton District,South Street,"93 South Street, Ashburton",Ashburton,171.745507033,-43.9105881167
POINT (171.6977617167 -43.8367440167),1626963,3040168,329615,"366 Ashburton Staveley Road, Greenstreet",366,366,,Ashburton Staveley Road,Greenstreet,Ashburton District,Ashburton Staveley Road,"366 Ashburton Staveley Road, Greenstreet",Greenstreet,171.69776171700002,-43.8367440167
POINT (171.7563846333 -43.9115112667),1626991,1780764,52709,"24 Cambridge Street, Hampstead, Ashburton",24,24,,Cambridge Street,Hampstead,Ashburton District,Cambridge Street,"24 Cambridge Street, Hampstead, Ashburton",Hampstead,171.75638463299998,-43.9115112667
POINT (171.6445101167 -43.6327669167),1631951,1787361,30015,"4 Chapman Street, Methven",4,4,,Chapman Street,Methven,Ashburton District,Chapman Street,"4 Chapman Street, Methven",Methven,171.644510117,-43.6327669167
POINT (171.8001125333 -43.8782186833),1637564,3011350,357144,"1 Lynn Street, Newland",1,1,,Lynn Street,Newland,Ashburton District,Lynn Street,"1 Lynn Street, Newland",Newland,171.800112533,-43.8782186833
POINT (171.7716759 -43.8997617667),1640932,1840720,358169,"2 Braebrook Drive, Netherby, Ashburton",2,2,,Braebrook Drive,Netherby,Ashburton District,Braebrook Drive,"2 Braebrook Drive, Netherby, Ashburton",Netherby,171.77167590000002,-43.8997617667
POINT (171.3998664333 -43.70498535),1653588,1780883,53058,"69 Pattons Road, Mount Somers",69,69,,Pattons Road,Mount Somers,Ashburton District,Pattons Road,"69 Pattons Road, Mount Somers",Mount Somers,171.399866433,-43.70498535
POINT (171.6369882667 -43.6278289667),1658288,1786327,48169,"97 Spaxton Street, Methven",97,97,,Spaxton Street,Methven,Ashburton District,Spaxton Street,"97 Spaxton Street, Methven",Methven,171.63698826700002,-43.6278289667
POINT (171.7552896167 -43.6437324),1676311,1780964,47012,"353 Woods Road, Highbank",353,353,,Woods Road,Highbank,Ashburton District,Woods Road,"353 Woods Road, Highbank",Highbank,171.75528961700002,-43.6437324
POINT (171.6464005 -43.6270526),1688084,1781009,314985,"11 Racecourse Avenue, Methven",11,11,,Racecourse Avenue,Methven,Ashburton District,Racecourse Avenue,"11 Racecourse Avenue, Methven",Methven,171.6464005,-43.6270526
POINT (171.7247185 -43.9231898333),1696776,1780820,39712,"115 Grove Street, Tinwald, Ashburton",115,115,,Grove Street,Tinwald,Ashburton District,Grove Street,"115 Grove Street, Tinwald, Ashburton",Tinwald,171.7247185,-43.9231898333
POINT (171.39218475 -43.7299451),1697007,3015720,35053,"3133 Arundel Rakaia Gorge Road, Cavendish",3133,3133,,Arundel Rakaia Gorge Road,Cavendish,Ashburton District,Arundel Rakaia Gorge Road,"3133 Arundel Rakaia Gorge Road, Cavendish",Cavendish,171.39218475,-43.7299451
POINT (172.0169026333 -43.7559511333),1697294,1780850,34709,"13 Robinson Street, Rakaia",13,13,,Robinson Street,Rakaia,Ashburton District,Robinson Street,"13 Robinson Street, Rakaia",Rakaia,172.016902633,-43.7559511333
POINT (171.71528485 -43.91487735),1719364,1780686,379527,"132 Tarbottons Road, Tinwald, Ashburton",132,132,,Tarbottons Road,Tinwald,Ashburton District,Tarbottons Road,"132 Tarbottons Road, Tinwald, Ashburton",Tinwald,171.71528485,-43.91487735
POINT (171.72437005 -43.9125898333),1946486,1842917,369004,"20 Waterford Place, Tinwald, Ashburton",20,20,,Waterford Place,Tinwald,Ashburton District,Waterford Place,"20 Waterford Place, Tinwald, Ashburton",Tinwald,171.72437005,-43.9125898333
POINT (171.72307665 -43.9134754167),1973752,1842914,369002,"27 Whiteoak Grove, Tinwald, Ashburton",27,27,,Whiteoak Grove,Tinwald,Ashburton District,Whiteoak Grove,"27 Whiteoak Grove, Tinwald, Ashburton",Tinwald,171.72307665,-43.9134754167
POINT (171.71548315 -43.9161499333),1981590,1976748,383905,"3 Jag Way, Tinwald, Ashburton",3,3,,Jag Way,Tinwald,Ashburton District,Jag Way,"3 Jag Way, Tinwald, Ashburton",Tinwald,171.71548315,-43.9161499333
POINT (171.3292533 -43.94964765),139283,3015720,37893,"377 Arundel Rakaia Gorge Road, Carew",377,377,,Arundel Rakaia Gorge Road,Carew,Ashburton District,Arundel Rakaia Gorge Road,"377 Arundel Rakaia Gorge Road, Carew",Carew,171.3292533,-43.94964765
POINT (171.4539407333 -44.0675294333),139871,3036337,46335,"375 Ealing Road, Ealing",375,375,,Ealing Road,Ealing,Ashburton District,Ealing Road,"375 Ealing Road, Ealing",Ealing,171.453940733,-44.0675294333
POINT (171.4567562667 -43.6468014),139881,3015720,55939,"4349 Arundel Rakaia Gorge Road, Staveley",4349,4349,,Arundel Rakaia Gorge Road,Staveley,Ashburton District,Arundel Rakaia Gorge Road,"4349 Arundel Rakaia Gorge Road, Staveley",Staveley,171.456756267,-43.646801399999994
POINT (171.5473869 -43.5933927),140180,3006081,47250,"66 Hart Road, Pudding Hill",66,66,,Hart Road,Pudding Hill,Ashburton District,Hart Road,"66 Hart Road, Pudding Hill",Pudding Hill,171.5473869,-43.5933927
POINT (171.5973231167 -43.67075295),140345,1781135,29682,"371 Reynolds Road, Methven",371,371,,Reynolds Road,Methven,Ashburton District,Reynolds Road,"371 Reynolds Road, Methven",Methven,171.597323117,-43.67075295
POINT (171.6139614333 -43.6805113833),140383,1780911,37240,"531 Dip Road, Methven",531,531,,Dip Road,Methven,Ashburton District,Dip Road,"531 Dip Road, Methven",Methven,171.613961433,-43.6805113833
POINT (171.6241144667 -43.7128779333),140430,1780911,45699,"904 Dip Road, Methven",904,904,,Dip Road,Methven,Ashburton District,Dip Road,"904 Dip Road, Methven",Methven,171.624114467,-43.7128779333
POINT (171.64135355 -43.6346644167),140649,1781049,40021,"27 Colcord Place, Methven",27,27,,Colcord Place,Methven,Ashburton District,Colcord Place,"27 Colcord Place, Methven",Methven,171.64135355,-43.6346644167
POINT (171.6437477333 -43.6281361167),140737,1786327,40853,"42 Spaxton Street, Methven",42,42,,Spaxton Street,Methven,Ashburton District,Spaxton Street,"42 Spaxton Street, Methven",Methven,171.643747733,-43.6281361167
POINT (171.6430378833 -43.6265534),140788,1781009,314984,"55 Racecourse Avenue, Methven",55,55,,Racecourse Avenue,Methven,Ashburton District,Racecourse Avenue,"55 Racecourse Avenue, Methven",Methven,171.643037883,-43.6265534
POINT (171.6409714333 -43.6298936),140793,1780851,50158,"58 Lampard Street, Methven",58,58,,Lampard Street,Methven,Ashburton District,Lampard Street,"58 Lampard Street, Methven",Methven,171.640971433,-43.629893599999996
POINT (171.6395698833 -43.6290255),140808,1787193,53792,"5 Mays Lane, Methven",5,5,,Mays Lane,Methven,Ashburton District,Mays Lane,"5 Mays Lane, Methven",Methven,171.63956988299998,-43.6290255
POINT (171.6401989333 -43.78195385),140978,3064896,55238,"120 Shearers Road, Ashburton Forks",120,120,,Shearers Road,Ashburton Forks,Ashburton District,Shearers Road,"120 Shearers Road, Ashburton Forks",Ashburton Forks,171.640198933,-43.78195385
POINT (171.6503982 -43.6287084),141096,1780861,380152,"20 Lochhead Crescent, Methven",20,20,,Lochhead Crescent,Methven,Ashburton District,Lochhead Crescent,"20 Lochhead Crescent, Methven",Methven,171.65039819999998,-43.6287084
POINT (171.6453116333 -43.63291985),141129,1787255,52890,"33 McMillan Street, Methven",33,33,,McMillan Street,Methven,Ashburton District,McMillan Street,"33 McMillan Street, Methven",Methven,171.645311633,-43.63291985
POINT (171.6464866333 -43.6351884833),141219,3053873,53807,"75 Main Street, Methven",75,75,,Main Street,Methven,Ashburton District,Main Street,"75 Main Street, Methven",Methven,171.646486633,-43.6351884833
POINT (171.6648879667 -43.6940141167),141272,3017717,36233,"413 Pole Road, Lauriston",413,413,,Pole Road,Lauriston,Ashburton District,Pole Road,"413 Pole Road, Lauriston",Lauriston,171.664887967,-43.694014116700004
POINT (171.7245037333 -43.7599219667),141851,3047820,42879,"1322 Dromore Methven Road, Lauriston",1322,1322,,Dromore Methven Road,Lauriston,Ashburton District,Dromore Methven Road,"1322 Dromore Methven Road, Lauriston",Lauriston,171.724503733,-43.7599219667
POINT (171.72402405 -43.90878505),141883,1781023,319180,"24 Hollands Road, Tinwald, Ashburton",24,24,,Hollands Road,Tinwald,Ashburton District,Hollands Road,"24 Hollands Road, Tinwald, Ashburton",Tinwald,171.72402405,-43.90878505
POINT (171.7210224833 -43.9207139333),141948,1780688,34253,"114 McMurdo Street, Tinwald, Ashburton",114,114,,McMurdo Street,Tinwald,Ashburton District,McMurdo Street,"114 McMurdo Street, Tinwald, Ashburton",Tinwald,171.72102248299998,-43.9207139333
POINT (171.7170443167 -43.9228905667),142077,1780688,32349,"146 McMurdo Street, Tinwald, Ashburton",146,146,,McMurdo Street,Tinwald,Ashburton District,McMurdo Street,"146 McMurdo Street, Tinwald, Ashburton",Tinwald,171.71704431700002,-43.9228905667
POINT (171.7195474667 -43.92523835),142455,1780802,49316,"46 Jane Street, Tinwald, Ashburton",46,46,,Jane Street,Tinwald,Ashburton District,Jane Street,"46 Jane Street, Tinwald, Ashburton",Tinwald,171.719547467,-43.92523835
POINT (171.7280915833 -43.9127309),142658,1780725,50659,"18 Nixon Street, Tinwald, Ashburton",18,18,,Nixon Street,Tinwald,Ashburton District,Nixon Street,"18 Nixon Street, Tinwald, Ashburton",Tinwald,171.72809158299998,-43.9127309
POINT (171.7291106 -43.9136917167),142722,1780725,50659,"2 Nixon Street, Tinwald, Ashburton",2,2,,Nixon Street,Tinwald,Ashburton District,Nixon Street,"2 Nixon Street, Tinwald, Ashburton",Tinwald,171.72911059999998,-43.9136917167
POINT (171.7276707333 -43.9140804),142839,1786283,43038,"8 Millichamp Street, Tinwald, Ashburton",8,8,,Millichamp Street,Tinwald,Ashburton District,Millichamp Street,"8 Millichamp Street, Tinwald, Ashburton",Tinwald,171.727670733,-43.9140804
POINT (171.72646395 -43.9214539333),142996,1780786,47292,"43 Johnstone Street, Tinwald, Ashburton",43,43,,Johnstone Street,Tinwald,Ashburton District,Johnstone Street,"43 Johnstone Street, Tinwald, Ashburton",Tinwald,171.72646395,-43.9214539333
POINT (171.7294649333 -43.9175005),142999,1786291,36580,"44 Thomson Street, Tinwald, Ashburton",44,44,,Thomson Street,Tinwald,Ashburton District,Thomson Street,"44 Thomson Street, Tinwald, Ashburton",Tinwald,171.729464933,-43.9175005
POINT (171.7293548 -43.9179378333),143004,1786291,36580,"45 Thomson Street, Tinwald, Ashburton",45,45,,Thomson Street,Tinwald,Ashburton District,Thomson Street,"45 Thomson Street, Tinwald, Ashburton",Tinwald,171.7293548,-43.9179378333
POINT (171.72778935 -43.9170471167),143037,1780688,30286,"52 McMurdo Street, Tinwald, Ashburton",52,52,,McMurdo Street,Tinwald,Ashburton District,McMurdo Street,"52 McMurdo Street, Tinwald, Ashburton",Tinwald,171.72778935,-43.9170471167
POINT (171.7403216333 -43.8673910833),143296,1780770,44186,"342 Racecourse Road, Allenton, Ashburton",342,342,,Racecourse Road,Allenton,Ashburton District,Racecourse Road,"342 Racecourse Road, Allenton, Ashburton",Allenton,171.74032163299998,-43.8673910833
POINT (171.73851495 -43.8799143667),143310,1786047,53932,"10 Argyle Place, Allenton, Ashburton",10,10,,Argyle Place,Allenton,Ashburton District,Argyle Place,"10 Argyle Place, Allenton, Ashburton",Allenton,171.73851495,-43.8799143667
POINT (171.7433594167 -43.8948339333),143994,3002089,42377,"34 Oak Grove, Ashburton",34,34,,Oak Grove,Ashburton,Ashburton District,Oak Grove,"34 Oak Grove, Ashburton",Ashburton,171.743359417,-43.8948339333
POINT (171.7377083167 -43.8915399),144191,3045702,292724,"62 Alford Forest Road, Allenton, Ashburton",62,62,,Alford Forest Road,Allenton,Ashburton District,Alford Forest Road,"62 Alford Forest Road, Allenton, Ashburton",Allenton,171.737708317,-43.8915399
POINT (171.7412363833 -43.88640665),144330,1780822,49321,"99 Harrison Street, Allenton, Ashburton",99,99,,Harrison Street,Allenton,Ashburton District,Harrison Street,"99 Harrison Street, Allenton, Ashburton",Allenton,171.741236383,-43.88640665
POINT (171.7381455833 -43.9015402333),144459,3026015,29439,"33 Robinson Street, Ashburton",33,33,,Robinson Street,Ashburton,Ashburton District,Robinson Street,"33 Robinson Street, Ashburton",Ashburton,171.738145583,-43.9015402333
POINT (171.74132095 -43.90072815),144475,3003307,342817,"35 River Terrace, Ashburton",35,35,,River Terrace,Ashburton,Ashburton District,River Terrace,"35 River Terrace, Ashburton",Ashburton,171.74132095,-43.90072815
POINT (171.7417712 -43.9005379333),144481,3024935,49432,"36 Short Street, Ashburton",36,36,,Short Street,Ashburton,Ashburton District,Short Street,"36 Short Street, Ashburton",Ashburton,171.7417712,-43.9005379333
POINT (171.744426 -43.9020629333),144512,3005448,35434,"42 Burnett Street, Ashburton",42,42,,Burnett Street,Ashburton,Ashburton District,Burnett Street,"42 Burnett Street, Ashburton",Ashburton,171.744426,-43.9020629333
POINT (171.7437001167 -43.9005719333),144544,3028753,31862,"50 Sealy Street, Ashburton",50,50,,Sealy Street,Ashburton,Ashburton District,Sealy Street,"50 Sealy Street, Ashburton",Ashburton,171.743700117,-43.9005719333
POINT (171.7500697333 -43.8859097833),144858,1780691,31906,"10 McElrea Place, Allenton, Ashburton",10,10,,McElrea Place,Allenton,Ashburton District,McElrea Place,"10 McElrea Place, Allenton, Ashburton",Allenton,171.750069733,-43.8859097833
POINT (171.7497448333 -43.8906453667),144991,1780720,53561,"20 Belt Road, Allenton, Ashburton",20,20,,Belt Road,Allenton,Ashburton District,Belt Road,"20 Belt Road, Allenton, Ashburton",Allenton,171.749744833,-43.8906453667
POINT (171.74924885 -43.89050095),145000,1780720,53561,"21 Belt Road, Allenton, Ashburton",21,21,,Belt Road,Allenton,Ashburton District,Belt Road,"21 Belt Road, Allenton, Ashburton",Allenton,171.74924885,-43.89050095
POINT (171.7497888667 -43.8902426),145068,1780720,53561,"31 Belt Road, Allenton, Ashburton",31,31,,Belt Road,Allenton,Ashburton District,Belt Road,"31 Belt Road, Allenton, Ashburton",Allenton,171.749788867,-43.8902426
POINT (171.749239 -43.8864221667),145122,1780750,43823,"43 Tucker Street, Allenton, Ashburton",43,43,,Tucker Street,Allenton,Ashburton District,Tucker Street,"43 Tucker Street, Allenton, Ashburton",Allenton,171.749239,-43.8864221667
POINT (171.7515877667 -43.8933222833),145149,1780829,49580,"49 Walnut Avenue, Allenton, Ashburton",49,49,,Walnut Avenue,Allenton,Ashburton District,Walnut Avenue,"49 Walnut Avenue, Allenton, Ashburton",Allenton,171.75158776700002,-43.8933222833
POINT (171.7514890167 -43.8893416167),145195,1780720,49406,"59 Belt Road, Allenton, Ashburton",59,59,,Belt Road,Allenton,Ashburton District,Belt Road,"59 Belt Road, Allenton, Ashburton",Allenton,171.751489017,-43.8893416167
POINT (171.7481007 -43.9017911333),145397,3015368,50807,"118 Cameron Street, Ashburton",118,118,,Cameron Street,Ashburton,Ashburton District,Cameron Street,"118 Cameron Street, Ashburton",Ashburton,171.7481007,-43.9017911333
POINT (171.7453117 -43.9027939833),145573,3005448,40759,"52 Burnett Street, Ashburton",52,52,,Burnett Street,Ashburton,Ashburton District,Burnett Street,"52 Burnett Street, Ashburton",Ashburton,171.74531169999997,-43.9027939833
POINT (171.7463043 -43.9108342333),145769,1780816,39206,"13 William Street, Ashburton",13,13,,William Street,Ashburton,Ashburton District,William Street,"13 William Street, Ashburton",Ashburton,171.74630430000002,-43.9108342333
POINT (171.7484220667 -43.9145064833),145900,1780696,314115,"23 Manse Street, Hampstead, Ashburton",23,23,,Manse Street,Hampstead,Ashburton District,Manse Street,"23 Manse Street, Hampstead, Ashburton",Hampstead,171.748422067,-43.9145064833
POINT (171.7538932667 -43.9148150833),145943,1780687,30390,"25 Suffolk Street, Hampstead, Ashburton",25,25,,Suffolk Street,Hampstead,Ashburton District,Suffolk Street,"25 Suffolk Street, Hampstead, Ashburton",Hampstead,171.753893267,-43.9148150833
POINT (171.7529103833 -43.9104951333),146034,1780684,41200,"298 Tancred Street, Hampstead, Ashburton",298,298,,Tancred Street,Hampstead,Ashburton District,Tancred Street,"298 Tancred Street, Hampstead, Ashburton",Hampstead,171.752910383,-43.910495133299996
POINT (171.7611386667 -43.89108825),146462,1780708,30903,"11 Hillier Place, Allenton, Ashburton",11,11,,Hillier Place,Allenton,Ashburton District,Hillier Place,"11 Hillier Place, Allenton, Ashburton",Allenton,171.761138667,-43.89108825
POINT (171.7616412333 -43.8897697333),146612,1780713,319341,"24 Galbraith Street, Allenton, Ashburton",24,24,,Galbraith Street,Allenton,Ashburton District,Galbraith Street,"24 Galbraith Street, Allenton, Ashburton",Allenton,171.761641233,-43.8897697333
POINT (171.7582742667 -43.88757665),146621,1780731,36700,"25 Kelvin Crescent, Allenton, Ashburton",25,25,,Kelvin Crescent,Allenton,Ashburton District,Kelvin Crescent,"25 Kelvin Crescent, Allenton, Ashburton",Allenton,171.75827426700002,-43.88757665
POINT (171.7551731 -43.8922390833),146690,1780810,55036,"38 Creek Road, Allenton, Ashburton",38,38,,Creek Road,Allenton,Ashburton District,Creek Road,"38 Creek Road, Allenton, Ashburton",Allenton,171.75517309999998,-43.8922390833
