WKT,id,rna_id,rcl_id,address,house_number,range_low,range_high,road_name,locality,territorial_authority,road_name_utf8,address_utf8,locality_utf8,shape_X,shape_Y
POINT (170.904268 -44.338718),949738,3018156,318235,"1245 Cannington Road, Hunters Hills",1245,1245,,Cannington Road,Hunters Hills,Waimate District,Cannington Road,"1245 Cannington Road, Hunters Hills",Hunters Hills,170.904268,-44.338718
POINT (171.133975 -44.67625),950247,3052729,54270,"2129 Waimate Highway, Makikihi",2129,2129,,Waimate Highway,Makikihi,Waimate District,Waimate Highway,"2129 Waimate Highway, Makikihi",Makikihi,171.133975,-44.67625
POINT (171.070502 -44.676175),951104,1787457,36227,"196 Youngs Road, Makikihi",196,196,,Youngs Road,Makikihi,Waimate District,Youngs Road,"196 Youngs Road, Makikihi",Makikihi,171.070502,-44.676175
POINT (171.04524215 -44.73471305),1176384,3015409,35026,"130 Queen Street, Waimate",130,130,,Queen Street,Waimate,Waimate District,Queen Street,"130 Queen Street, Waimate",Waimate,171.04524215,-44.73471305
POINT (171.0519151167 -44.7351670833),1432330,1782127,39090,"53B High Street, Waimate",53B,53,,High Street,Waimate,Waimate District,High Street,"53B High Street, Waimate",Waimate,171.05191511700002,-44.7351670833
POINT (171.0382785167 -44.73052),1434971,1782330,36384,"5A Opie Street, Waimate",5A,5,,Opie Street,Waimate,Waimate District,Opie Street,"5A Opie Street, Waimate",Waimate,171.038278517,-44.73052
POINT (171.0482331667 -44.7266531333),1626239,1782121,36572,"14 Bond Street, Waimate",14,14,,Bond Street,Waimate,Waimate District,Bond Street,"14 Bond Street, Waimate",Waimate,171.048233167,-44.7266531333
POINT (171.1364786 -44.5033886333),1845839,1787216,50785,"194 Talbots Road, Saint Andrews",194,194,,Talbots Road,Saint Andrews,Waimate District,Talbots Road,"194 Talbots Road, Saint Andrews",Saint Andrews,171.13647859999998,-44.5033886333
POINT (171.1425615333 -44.4776817667),1845871,3065883,56507,"507 Pareora River Road, Saint Andrews",507,507,,Pareora River Road,Saint Andrews,Waimate District,Pareora River Road,"507 Pareora River Road, Saint Andrews",Saint Andrews,171.142561533,-44.4776817667
POINT (171.0774821 -44.6291497833),1845903,1786791,32159,"448 Sherwood Road, Makikihi",448,448,,Sherwood Road,Makikihi,Waimate District,Sherwood Road,"448 Sherwood Road, Makikihi",Makikihi,171.0774821,-44.6291497833
POINT (171.0341678833 -44.7338127),121029,1782330,45853,"47 Opie Street, Waimate",47,47,,Opie Street,Waimate,Waimate District,Opie Street,"47 Opie Street, Waimate",Waimate,171.03416788299998,-44.7338127
POINT (171.0347064333 -44.7380904833),121110,3061045,320699,"33 Point Bush Road, Waimate",33,33,,Point Bush Road,Waimate,Waimate District,Point Bush Road,"33 Point Bush Road, Waimate",Waimate,171.034706433,-44.7380904833
POINT (171.0353899 -44.7375648833),121769,3061045,320695,"25 Point Bush Road, Waimate",25,25,,Point Bush Road,Waimate,Waimate District,Point Bush Road,"25 Point Bush Road, Waimate",Waimate,171.03538989999998,-44.737564883299996
POINT (171.0460637167 -44.7323692833),122131,1783512,50887,"28 Shearman Street, Waimate",28,28,,Shearman Street,Waimate,Waimate District,Shearman Street,"28 Shearman Street, Waimate",Waimate,171.046063717,-44.7323692833
POINT (171.0475726 -44.7328438667),122265,3015409,50285,"62 Queen Street, Waimate",62,62,,Queen Street,Waimate,Waimate District,Queen Street,"62 Queen Street, Waimate",Waimate,171.0475726,-44.7328438667
POINT (171.0549402 -44.7366910667),122460,1782127,32357,"40 High Street, Waimate",40,40,,High Street,Waimate,Waimate District,High Street,"40 High Street, Waimate",Waimate,171.05494019999998,-44.736691066700004
POINT (171.0637416667 -44.7286379),122540,1786802,37500,"21 Cardiff Street, Waimate",21,21,,Cardiff Street,Waimate,Waimate District,Cardiff Street,"21 Cardiff Street, Waimate",Waimate,171.06374166700002,-44.728637899999995
POINT (171.1843098167 -44.5286648167),123902,3042767,42397,"46 Blue Cliffs Road, Saint Andrews",46,46,,Blue Cliffs Road,Saint Andrews,Waimate District,Blue Cliffs Road,"46 Blue Cliffs Road, Saint Andrews",Saint Andrews,171.184309817,-44.5286648167
POINT (170.788106 -44.751189),947774,3059915,40686,"313 Tara Hill Road, Elephant Hill",313,313,,Tara Hill Road,Elephant Hill,Waimate District,Tara Hill Road,"313 Tara Hill Road, Elephant Hill",Elephant Hill,170.788106,-44.751189000000004
POINT (170.920263 -44.739629),947816,1782167,45006,"185 Donnithornes Road, Waihaorunga",185,185,,Donnithornes Road,Waihaorunga,Waimate District,Donnithornes Road,"185 Donnithornes Road, Waihaorunga",Waihaorunga,170.92026299999998,-44.739629
POINT (171.0387444667 -44.6999046),949297,1783565,44355,"6 Waituna School Road, Waimate",6,6,,Waituna School Road,Waimate,Waimate District,Waituna School Road,"6 Waituna School Road, Waimate",Waimate,171.03874446700001,-44.6999046
POINT (171.056832 -44.692138),949354,1782268,38616,"675 Lower Hook Road, Makikihi",675,675,,Lower Hook Road,Makikihi,Waimate District,Lower Hook Road,"675 Lower Hook Road, Makikihi",Makikihi,171.056832,-44.692138
POINT (170.979144 -44.576999),949415,1817540,47210,"112 Teschemaker Bush Road, Otaio",112,112,,Teschemaker Bush Road,Otaio,Waimate District,Teschemaker Bush Road,"112 Teschemaker Bush Road, Otaio",Otaio,170.979144,-44.576999
POINT (171.055452 -44.491726),949539,1782153,38192,"152 Anderson Road, Southburn",152,152,,Anderson Road,Southburn,Waimate District,Anderson Road,"152 Anderson Road, Southburn",Southburn,171.055452,-44.491726
POINT (171.09168045 -44.5021022167),949572,3060432,39376,"935 Lyalldale Middle Road, Saint Andrews",935,935,,Lyalldale Middle Road,Saint Andrews,Waimate District,Lyalldale Middle Road,"935 Lyalldale Middle Road, Saint Andrews",Saint Andrews,171.09168045,-44.5021022167
POINT (171.0562727333 -44.4128947833),949618,3065883,38809,"1538 Pareora River Road, Maungati",1538,1538,,Pareora River Road,Maungati,Waimate District,Pareora River Road,"1538 Pareora River Road, Maungati",Maungati,171.056272733,-44.4128947833
POINT (171.061579 -44.445167),949644,1782199,39459,"193 Gordons Valley Road, Maungati",193,193,,Gordons Valley Road,Maungati,Waimate District,Gordons Valley Road,"193 Gordons Valley Road, Maungati",Maungati,171.061579,-44.445167
POINT (170.896361 -44.45012),949712,1782237,321281,"379 Howells Road, Maungati",379,379,,Howells Road,Maungati,Waimate District,Howells Road,"379 Howells Road, Maungati",Maungati,170.896361,-44.45012
POINT (170.88985 -44.450162),949713,1782237,321281,"432 Howells Road, Maungati",432,432,,Howells Road,Maungati,Waimate District,Howells Road,"432 Howells Road, Maungati",Maungati,170.88985,-44.450162
POINT (171.104737 -44.782317),950298,1782182,35476,"35 Faulkners Road, Waimate",35,35,,Faulkners Road,Waimate,Waimate District,Faulkners Road,"35 Faulkners Road, Waimate",Waimate,171.104737,-44.782317
POINT (171.158289 -44.87162),950405,1782192,36255,"536 Archibald Road, Morven",536,536,,Archibald Road,Morven,Waimate District,Archibald Road,"536 Archibald Road, Morven",Morven,171.158289,-44.87162
POINT (171.0691694 -44.7387403333),951124,1787212,33949,"1 James Street, Waimate",1,1,,James Street,Waimate,Waimate District,James Street,"1 James Street, Waimate",Waimate,171.06916940000002,-44.7387403333
POINT (171.08555085 -44.72102725),948190,3068003,47071,"302 Timaru Road, Waimate",302,302,,Timaru Road,Waimate,Waimate District,Timaru Road,"302 Timaru Road, Waimate",Waimate,171.08555085,-44.72102725
POINT (171.076985 -44.615755),949391,3068048,47416,"527 Makikihi Hunter Road, Makikihi",527,527,,Makikihi Hunter Road,Makikihi,Waimate District,Makikihi Hunter Road,"527 Makikihi Hunter Road, Makikihi",Makikihi,171.076985,-44.615755
POINT (171.1009283333 -44.91544725),1444465,3006396,56096,"14 Innes Street, Glenavy",14,14,,Innes Street,Glenavy,Waimate District,Innes Street,"14 Innes Street, Glenavy",Glenavy,171.10092833299998,-44.91544725
POINT (170.97102625 -44.6411006667),1584149,3048766,29225,"390 Engelbrechts Road, Hunter",390,390,,Engelbrechts Road,Hunter,Waimate District,Engelbrechts Road,"390 Engelbrechts Road, Hunter",Hunter,170.97102625,-44.6411006667
POINT (170.64382485 -44.8165340667),1665997,3041498,54679,"4360 Hakataramea Highway, Station Peak",4360,4360,,Hakataramea Highway,Station Peak,Waimate District,Hakataramea Highway,"4360 Hakataramea Highway, Station Peak",Station Peak,170.64382485,-44.8165340667
POINT (171.0405849 -44.7426300667),1860916,3004941,56154,"28 Gorge Road, Waimate",28,28,,Gorge Road,Waimate,Waimate District,Gorge Road,"28 Gorge Road, Waimate",Waimate,171.04058490000003,-44.7426300667
POINT (171.0337841833 -44.7297389),1972845,1782349,37911,"17 Princes Street, Waimate",17,17,,Princes Street,Waimate,Waimate District,Princes Street,"17 Princes Street, Waimate",Waimate,171.033784183,-44.729738899999994
POINT (171.06287735 -44.7283187667),2006506,1782304,34071,"12 Milford Street, Waimate",12,12,,Milford Street,Waimate,Waimate District,Milford Street,"12 Milford Street, Waimate",Waimate,171.06287735,-44.7283187667
POINT (171.0335741 -44.7368970667),121099,1783517,42979,"22 Smith Street, Waimate",22,22,,Smith Street,Waimate,Waimate District,Smith Street,"22 Smith Street, Waimate",Waimate,171.03357409999998,-44.7368970667
POINT (171.0443484333 -44.7309591167),121290,1786566,50658,"1 Harris Street, Waimate",1,1,,Harris Street,Waimate,Waimate District,Harris Street,"1 Harris Street, Waimate",Waimate,171.04434843299998,-44.7309591167
POINT (171.0423066333 -44.7321247333),121296,1786566,29043,"20 Harris Street, Waimate",20,20,,Harris Street,Waimate,Waimate District,Harris Street,"20 Harris Street, Waimate",Waimate,171.04230663299998,-44.7321247333
POINT (171.03641645 -44.73201425),121313,1782330,35082,"21 Opie Street, Waimate",21,21,,Opie Street,Waimate,Waimate District,Opie Street,"21 Opie Street, Waimate",Waimate,171.03641645,-44.73201425
POINT (171.0357393 -44.7313932833),121386,1782126,39798,"2 Grace Street, Waimate",2,2,,Grace Street,Waimate,Waimate District,Grace Street,"2 Grace Street, Waimate",Waimate,171.03573930000002,-44.7313932833
POINT (171.0372033667 -44.7293396333),121393,1782240,39824,"30 Hughes Street, Waimate",30,30,,Hughes Street,Waimate,Waimate District,Hughes Street,"30 Hughes Street, Waimate",Waimate,171.03720336700002,-44.7293396333
POINT (171.0439920167 -44.7287177667),121528,1786554,33568,"5 Coronation Street, Waimate",5,5,,Coronation Street,Waimate,Waimate District,Coronation Street,"5 Coronation Street, Waimate",Waimate,171.043992017,-44.7287177667
POINT (171.0359629667 -44.7340224833),121584,1782350,30073,"71 Belt Street, Waimate",71,71,,Belt Street,Waimate,Waimate District,Belt Street,"71 Belt Street, Waimate",Waimate,171.03596296700002,-44.7340224833
POINT (171.0374679333 -44.7348576167),121604,1787213,47887,"77 Rhodes Street, Waimate",77,77,,Rhodes Street,Waimate,Waimate District,Rhodes Street,"77 Rhodes Street, Waimate",Waimate,171.037467933,-44.7348576167
POINT (171.0436699667 -44.7285537833),121610,1786554,33568,"7 Coronation Street, Waimate",7,7,,Coronation Street,Waimate,Waimate District,Coronation Street,"7 Coronation Street, Waimate",Waimate,171.043669967,-44.7285537833
POINT (171.0378260667 -44.7340754167),121620,1787213,47887,"80 Rhodes Street, Waimate",80,80,,Rhodes Street,Waimate,Waimate District,Rhodes Street,"80 Rhodes Street, Waimate",Waimate,171.037826067,-44.7340754167
POINT (171.0368638167 -44.73531695),121763,1787271,36368,"23 Mill Road, Waimate",23,23,,Mill Road,Waimate,Waimate District,Mill Road,"23 Mill Road, Waimate",Waimate,171.036863817,-44.73531695
POINT (171.04050665 -44.7403668333),121838,1783507,47890,"5 Saul Shrives Place, Waimate",5,5,,Saul Shrives Place,Waimate,Waimate District,Saul Shrives Place,"5 Saul Shrives Place, Waimate",Waimate,171.04050665,-44.7403668333
POINT (171.04742975 -44.7261738667),121952,1782121,36572,"11 Bond Street, Waimate",11,11,,Bond Street,Waimate,Waimate District,Bond Street,"11 Bond Street, Waimate",Waimate,171.04742975,-44.7261738667
POINT (171.0465842167 -44.7319633),122101,1783512,50887,"22 Shearman Street, Waimate",22,22,,Shearman Street,Waimate,Waimate District,Shearman Street,"22 Shearman Street, Waimate",Waimate,171.046584217,-44.7319633
POINT (171.0460208 -44.7266271667),122142,1782123,40315,"2 Durham Street, Waimate",2,2,,Durham Street,Waimate,Waimate District,Durham Street,"2 Durham Street, Waimate",Waimate,171.0460208,-44.7266271667
POINT (171.04713435 -44.7283630833),122169,1782134,44580,"35 Parsonage Road, Waimate",35,35,,Parsonage Road,Waimate,Waimate District,Parsonage Road,"35 Parsonage Road, Waimate",Waimate,171.04713435,-44.728363083299996
POINT (171.0484008 -44.7325655333),122232,3015409,31542,"51 Queen Street, Waimate",51,51,,Queen Street,Waimate,Waimate District,Queen Street,"51 Queen Street, Waimate",Waimate,171.04840080000002,-44.7325655333
POINT (171.05477815 -44.7279749333),122354,1782136,28944,"9 Regent Street, Waimate",9,9,,Regent Street,Waimate,Waimate District,Regent Street,"9 Regent Street, Waimate",Waimate,171.05477815,-44.7279749333
POINT (171.05128175 -44.7370230833),122413,1783529,46499,"19 Studholme Street, Waimate",19,19,,Studholme Street,Waimate,Waimate District,Studholme Street,"19 Studholme Street, Waimate",Waimate,171.05128175,-44.7370230833
POINT (170.869425 -44.77588),947747,3047006,32052,"447 Serpentine Valley Road, Waihao Downs",447,447,,Serpentine Valley Road,Waihao Downs,Waimate District,Serpentine Valley Road,"447 Serpentine Valley Road, Waihao Downs",Waihao Downs,170.869425,-44.77588
POINT (171.0577069833 -44.75380805),947915,1785595,31031,"188 Waihao Back Road, Waimate",188,188,,Waihao Back Road,Waimate,Waimate District,Waihao Back Road,"188 Waihao Back Road, Waimate",Waimate,171.057706983,-44.75380805
POINT (171.13324 -44.752606),948059,1782217,50489,"174 Hannaton Road, Waimate",174,174,,Hannaton Road,Waimate,Waimate District,Hannaton Road,"174 Hannaton Road, Waimate",Waimate,171.13324,-44.752606
POINT (171.093407 -44.703975),948300,1782159,51527,"142 Deep Creek Road, Waimate",142,142,,Deep Creek Road,Waimate,Waimate District,Deep Creek Road,"142 Deep Creek Road, Waimate",Waimate,171.093407,-44.703975
POINT (171.115066 -44.5742013667),949438,1783575,45384,"341 Woolshed Valley Road, Otaio",341,341,,Woolshed Valley Road,Otaio,Waimate District,Woolshed Valley Road,"341 Woolshed Valley Road, Otaio",Otaio,171.11506599999998,-44.5742013667
POINT (171.122428 -44.521422),949512,3042767,52144,"556 Blue Cliffs Road, Saint Andrews",556,556,,Blue Cliffs Road,Saint Andrews,Waimate District,Blue Cliffs Road,"556 Blue Cliffs Road, Saint Andrews",Saint Andrews,171.122428,-44.521421999999994
POINT (171.10335585 -44.45488305),949530,3033738,29856,"19 Cairds Road, Southburn",19,19,,Cairds Road,Southburn,Waimate District,Cairds Road,"19 Cairds Road, Southburn",Southburn,171.10335585,-44.45488305
POINT (171.088175 -44.441135),949610,3065883,49026,"1103 Pareora River Road, Southburn",1103,1103,,Pareora River Road,Southburn,Waimate District,Pareora River Road,"1103 Pareora River Road, Southburn",Southburn,171.088175,-44.441134999999996
POINT (170.8541554167 -44.33548465),950294,3018156,320691,"1665 Cannington Road, Hunters Hills",1665,1665,,Cannington Road,Hunters Hills,Waimate District,Cannington Road,"1665 Cannington Road, Hunters Hills",Hunters Hills,170.85415541700002,-44.33548465
POINT (171.170559 -44.553391),950390,1782282,44212,"26 Marshall Road, Otaio",26,26,,Marshall Road,Otaio,Waimate District,Marshall Road,"26 Marshall Road, Otaio",Otaio,171.170559,-44.553391
POINT (171.020438 -44.878809),951010,1782187,40891,"192 Fleming Road, Glenavy",192,192,,Fleming Road,Glenavy,Waimate District,Fleming Road,"192 Fleming Road, Glenavy",Glenavy,171.02043799999998,-44.878809000000004
POINT (171.0776168333 -44.6486875167),951068,1782325,322275,"464 O'Neills Road, Makikihi",464,464,,O'Neills Road,Makikihi,Waimate District,O'Neills Road,"464 O'Neills Road, Makikihi",Makikihi,171.07761683299998,-44.6486875167
POINT (171.0499292833 -44.7276619333),1082824,1782125,42612,"11C Exeter Street, Waimate",11C,11,,Exeter Street,Waimate,Waimate District,Exeter Street,"11C Exeter Street, Waimate",Waimate,171.04992928299998,-44.7276619333
POINT (171.0509882 -44.7336173167),1432423,1782255,32494,"14B Kennedy Crescent, Waimate",14B,14,,Kennedy Crescent,Waimate,Waimate District,Kennedy Crescent,"14B Kennedy Crescent, Waimate",Waimate,171.0509882,-44.7336173167
POINT (171.0408578667 -44.7355403667),1436201,1783512,42117,"100A Shearman Street, Waimate",100A,100,,Shearman Street,Waimate,Waimate District,Shearman Street,"100A Shearman Street, Waimate",Waimate,171.040857867,-44.7355403667
POINT (171.1002688667 -44.9154818833),1444462,1786562,46495,"24 Glenavy Tawai Road, Glenavy",24,24,,Glenavy Tawai Road,Glenavy,Waimate District,Glenavy Tawai Road,"24 Glenavy Tawai Road, Glenavy",Glenavy,171.100268867,-44.9154818833
POINT (170.9908427167 -44.7066499167),1606579,3009462,54714,"343 Whitneys Road, Waimate",343,343,,Whitneys Road,Waimate,Waimate District,Whitneys Road,"343 Whitneys Road, Waimate",Waimate,170.99084271700002,-44.7066499167
POINT (170.4866512333 -44.7233772),120439,1782328,320986,"38 Old Slip Road, Hakataramea, Kurow",38,38,,Old Slip Road,Hakataramea,Waimate District,Old Slip Road,"38 Old Slip Road, Hakataramea, Kurow",Hakataramea,170.486651233,-44.72337720000001
POINT (171.0356621333 -44.7244901667),121134,1782127,40323,"232 High Street, Waimate",232,232,,High Street,Waimate,Waimate District,High Street,"232 High Street, Waimate",Waimate,171.035662133,-44.7244901667
POINT (171.0430241667 -44.73155475),121237,1786566,50658,"16 Harris Street, Waimate",16,16,,Harris Street,Waimate,Waimate District,Harris Street,"16 Harris Street, Waimate",Waimate,171.043024167,-44.73155475
POINT (171.03607935 -44.7322785833),121346,1782330,35082,"25 Opie Street, Waimate",25,25,,Opie Street,Waimate,Waimate District,Opie Street,"25 Opie Street, Waimate",Waimate,171.03607935,-44.7322785833
POINT (171.0413053 -44.7329310833),121408,1786566,45565,"32 Harris Street, Waimate",32,32,,Harris Street,Waimate,Waimate District,Harris Street,"32 Harris Street, Waimate",Waimate,171.0413053,-44.7329310833
POINT (171.03556155 -44.7316399667),121534,1782126,39798,"5 Grace Street, Waimate",5,5,,Grace Street,Waimate,Waimate District,Grace Street,"5 Grace Street, Waimate",Waimate,171.03556155,-44.7316399667
POINT (171.0362215167 -44.7333308833),121537,1782350,30073,"60 Belt Street, Waimate",60,60,,Belt Street,Waimate,Waimate District,Belt Street,"60 Belt Street, Waimate",Waimate,171.036221517,-44.7333308833
