WKT,id,rna_id,rcl_id,address,house_number,range_low,range_high,road_name,locality,territorial_authority,road_name_utf8,address_utf8,locality_utf8,shape_X,shape_Y
POINT (171.130052 -44.804125),948156,1786556,320768,"773 Crowes Road, Morven",773,773,,Crowes Road,Morven,Waimate District,Crowes Road,"773 Crowes Road, Morven",Morven,171.130052,-44.804125
POINT (171.05011525 -44.7183949),948280,1782285,44326,"158 Maytown Road, Waimate",158,158,,Maytown Road,Waimate,Waimate District,Maytown Road,"158 Maytown Road, Waimate",Waimate,171.05011525,-44.7183949
POINT (171.09691 -44.684511),949362,1782256,46538,"293 Kingsburys Road, Makikihi",293,293,,Kingsburys Road,Makikihi,Waimate District,Kingsburys Road,"293 Kingsburys Road, Makikihi",Makikihi,171.09691,-44.684511
POINT (171.139488 -44.636998),950239,3052729,52513,"1686 Waimate Highway, Makikihi",1686,1686,,Waimate Highway,Makikihi,Waimate District,Waimate Highway,"1686 Waimate Highway, Makikihi",Makikihi,171.139488,-44.636998
POINT (170.8844255167 -44.8519721167),950362,3057259,35175,"1730 Pikes Point Road, Ikawai",1730,1730,,Pikes Point Road,Ikawai,Waimate District,Pikes Point Road,"1730 Pikes Point Road, Ikawai",Ikawai,170.884425517,-44.851972116700004
POINT (171.195332 -44.525616),950396,3052729,56107,"347 Waimate Highway, Saint Andrews",347,347,,Waimate Highway,Saint Andrews,Waimate District,Waimate Highway,"347 Waimate Highway, Saint Andrews",Saint Andrews,171.195332,-44.525616
POINT (171.124786 -44.855727),951047,1782290,39601,"374 McLeays Road, Morven",374,374,,McLeays Road,Morven,Waimate District,McLeays Road,"374 McLeays Road, Morven",Morven,171.124786,-44.855727
POINT (171.0367493333 -44.74149445),1137221,3015409,360782,"238 Queen Street, Waimate",238,238,,Queen Street,Waimate,Waimate District,Queen Street,"238 Queen Street, Waimate",Waimate,171.036749333,-44.74149445
POINT (171.04432435 -44.7350497),1176640,3015409,33699,"156 Queen Street, Waimate",156,156,,Queen Street,Waimate,Waimate District,Queen Street,"156 Queen Street, Waimate",Waimate,171.04432435,-44.735049700000005
POINT (171.04449825 -44.73522935),1176671,3015409,33699,"158 Queen Street, Waimate",158,158,,Queen Street,Waimate,Waimate District,Queen Street,"158 Queen Street, Waimate",Waimate,171.04449825,-44.73522935
POINT (170.8501854 -44.8098949833),1330711,3040074,56503,"501 Elephant Hill Road, Waihao Downs",501,501,,Elephant Hill Road,Waihao Downs,Waimate District,Elephant Hill Road,"501 Elephant Hill Road, Waihao Downs",Waihao Downs,170.85018540000002,-44.8098949833
POINT (171.1027032333 -44.9146312333),1444437,1782338,33555,"7 Parker Street, Glenavy",7,7,,Parker Street,Glenavy,Waimate District,Parker Street,"7 Parker Street, Glenavy",Glenavy,171.102703233,-44.9146312333
POINT (171.1027687167 -44.9181333167),1608773,1841058,349890,"4 Stocker Lane, Glenavy",4,4,,Stocker Lane,Glenavy,Waimate District,Stocker Lane,"4 Stocker Lane, Glenavy",Glenavy,171.102768717,-44.9181333167
POINT (170.62662975 -44.4825984833),1641150,1782226,358323,"623 Highland Farm Settlement Road, Cattle Creek",623,623,,Highland Farm Settlement Road,Cattle Creek,Waimate District,Highland Farm Settlement Road,"623 Highland Farm Settlement Road, Cattle Creek",Cattle Creek,170.62662975,-44.4825984833
POINT (171.03639245 -44.7410292167),1660130,1841814,383833,"3 Hunter Crescent, Waimate",3,3,,Hunter Crescent,Waimate,Waimate District,Hunter Crescent,"3 Hunter Crescent, Waimate",Waimate,171.03639245,-44.7410292167
POINT (171.0499548833 -44.7537348667),1665988,1783528,32296,"53 Studholme Settlement Road, Waimate",53,53,,Studholme Settlement Road,Waimate,Waimate District,Studholme Settlement Road,"53 Studholme Settlement Road, Waimate",Waimate,171.049954883,-44.7537348667
POINT (171.0349761 -44.72922375),1732896,1782349,37911,"10 Princes Street, Waimate",10,10,,Princes Street,Waimate,Waimate District,Princes Street,"10 Princes Street, Waimate",Waimate,171.0349761,-44.72922375
POINT (171.03425035 -44.7272023833),121012,1782124,39980,"41 Edinburgh Street, Waimate",41,41,,Edinburgh Street,Waimate,Waimate District,Edinburgh Street,"41 Edinburgh Street, Waimate",Waimate,171.03425035,-44.727202383299996
POINT (171.0310056 -44.7341194833),121077,1786552,38340,"9 Hayes Street, Waimate",9,9,,Hayes Street,Waimate,Waimate District,Hayes Street,"9 Hayes Street, Waimate",Waimate,171.0310056,-44.7341194833
POINT (171.0404955 -44.7324185333),121473,1787213,40065,"45 Rhodes Street, Waimate",45,45,,Rhodes Street,Waimate,Waimate District,Rhodes Street,"45 Rhodes Street, Waimate",Waimate,171.04049550000002,-44.7324185333
POINT (171.035263 -44.72588145),121571,1786573,35255,"6 King Street, Waimate",6,6,,King Street,Waimate,Waimate District,King Street,"6 King Street, Waimate",Waimate,171.035263,-44.72588145
POINT (171.0416265333 -44.7381906333),121698,3015409,47883,"163 Queen Street, Waimate",163,163,,Queen Street,Waimate,Waimate District,Queen Street,"163 Queen Street, Waimate",Waimate,171.041626533,-44.7381906333
POINT (171.0547790333 -44.7273998167),122009,1782136,28944,"14 Regent Street, Waimate",14,14,,Regent Street,Waimate,Waimate District,Regent Street,"14 Regent Street, Waimate",Waimate,171.054779033,-44.7273998167
POINT (171.0470129 -44.7289385333),122072,1782224,38246,"1 Herbert Street, Waimate",1,1,,Herbert Street,Waimate,Waimate District,Herbert Street,"1 Herbert Street, Waimate",Waimate,171.0470129,-44.7289385333
POINT (171.0463342167 -44.7309988667),122248,1782246,51529,"5A Innes Street, Waimate",5A,5,,Innes Street,Waimate,Waimate District,Innes Street,"5A Innes Street, Waimate",Waimate,171.046334217,-44.7309988667
POINT (171.1025021833 -44.9157860667),122739,1787454,34384,"8 Redcliff Road, Glenavy",8,8,,Redcliff Road,Glenavy,Waimate District,Redcliff Road,"8 Redcliff Road, Glenavy",Glenavy,171.10250218299998,-44.9157860667
POINT (171.1849802167 -44.5283922167),123901,3042767,42397,"43 Blue Cliffs Road, Saint Andrews",43,43,,Blue Cliffs Road,Saint Andrews,Waimate District,Blue Cliffs Road,"43 Blue Cliffs Road, Saint Andrews",Saint Andrews,171.184980217,-44.5283922167
POINT (171.1832449833 -44.5285863333),123907,3042767,42532,"54 Blue Cliffs Road, Saint Andrews",54,54,,Blue Cliffs Road,Saint Andrews,Waimate District,Blue Cliffs Road,"54 Blue Cliffs Road, Saint Andrews",Saint Andrews,171.18324498299998,-44.5285863333
POINT (170.6609629833 -44.5273817667),947582,3060426,30994,"2996 Hakataramea Valley Road, Cattle Creek",2996,2996,,Hakataramea Valley Road,Cattle Creek,Waimate District,Hakataramea Valley Road,"2996 Hakataramea Valley Road, Cattle Creek",Cattle Creek,170.660962983,-44.5273817667
POINT (170.49137 -44.726211),947624,3043496,320989,"12 McHenrys Road, Station Peak",12,12,,McHenrys Road,Station Peak,Waimate District,McHenrys Road,"12 McHenrys Road, Station Peak",Station Peak,170.49137,-44.726211
POINT (170.487642 -44.653046),947639,1786560,320974,"477 Farm Road, Hakataramea, Kurow",477,477,,Farm Road,Hakataramea,Waimate District,Farm Road,"477 Farm Road, Hakataramea, Kurow",Hakataramea,170.487642,-44.653046
POINT (171.134804 -44.745791),948064,1782217,39422,"250 Hannaton Road, Waimate",250,250,,Hannaton Road,Waimate,Waimate District,Hannaton Road,"250 Hannaton Road, Waimate",Waimate,171.134804,-44.745791
POINT (171.036077 -44.687565),949260,3053344,36861,"349 Waimate Hunter Road, Makikihi",349,349,,Waimate Hunter Road,Makikihi,Waimate District,Waimate Hunter Road,"349 Waimate Hunter Road, Makikihi",Makikihi,171.036077,-44.687565
POINT (171.10188125 -44.4911620667),949544,1782274,29601,"361 Lyalldale Road, Saint Andrews",361,361,,Lyalldale Road,Saint Andrews,Waimate District,Lyalldale Road,"361 Lyalldale Road, Saint Andrews",Saint Andrews,171.10188125,-44.4911620667
POINT (171.13392 -44.749767),950325,1782217,39422,"210 Hannaton Road, Waimate",210,210,,Hannaton Road,Waimate,Waimate District,Hannaton Road,"210 Hannaton Road, Waimate",Waimate,171.13392,-44.749767
POINT (170.961944 -44.530447),950414,3006169,34942,"2894 Back Line Road, Otaio",2894,2894,,Back Line Road,Otaio,Waimate District,Back Line Road,"2894 Back Line Road, Otaio",Otaio,170.961944,-44.530446999999995
POINT (170.805227 -44.690593),951083,1782342,40377,"556 Pentland Hills Road, Waihaorunga",556,556,,Pentland Hills Road,Waihaorunga,Waimate District,Pentland Hills Road,"556 Pentland Hills Road, Waihaorunga",Waihaorunga,170.805227,-44.690593
POINT (171.1024938333 -44.9141552833),1444435,1782338,33555,"3 Parker Street, Glenavy",3,3,,Parker Street,Glenavy,Waimate District,Parker Street,"3 Parker Street, Glenavy",Glenavy,171.10249383299998,-44.9141552833
POINT (171.1020355333 -44.9160310167),1444444,1787454,34384,"11 Redcliff Road, Glenavy",11,11,,Redcliff Road,Glenavy,Waimate District,Redcliff Road,"11 Redcliff Road, Glenavy",Glenavy,171.102035533,-44.9160310167
POINT (171.08338435 -44.8098117),1481992,3052729,42329,"3722 Waimate Highway, Morven",3722,3722,,Waimate Highway,Morven,Waimate District,Waimate Highway,"3722 Waimate Highway, Morven",Morven,171.08338435,-44.809811700000004
POINT (171.0444598 -44.8563028833),1576784,1782164,321282,"167 Dog Kennel Road, Ikawai",167,167,,Dog Kennel Road,Ikawai,Waimate District,Dog Kennel Road,"167 Dog Kennel Road, Ikawai",Ikawai,171.04445980000003,-44.856302883299996
POINT (171.0558472333 -44.7289757),1601106,3068003,34940,"37 Timaru Road, Waimate",37,37,,Timaru Road,Waimate,Waimate District,Timaru Road,"37 Timaru Road, Waimate",Waimate,171.05584723299998,-44.72897570000001
POINT (170.9825677167 -44.6623321),1613646,3062453,42330,"336 Upper Hook Road, Hunter",336,336,,Upper Hook Road,Hunter,Waimate District,Upper Hook Road,"336 Upper Hook Road, Hunter",Hunter,170.982567717,-44.6623321
POINT (171.1397889333 -44.90165035),1665994,1783592,282302,"425 Carrolls Road, Glenavy",425,425,,Carrolls Road,Glenavy,Waimate District,Carrolls Road,"425 Carrolls Road, Glenavy",Glenavy,171.139788933,-44.90165035
POINT (171.0340644333 -44.7365157167),121092,1783517,42979,"16 Smith Street, Waimate",16,16,,Smith Street,Waimate,Waimate District,Smith Street,"16 Smith Street, Waimate",Waimate,171.034064433,-44.7365157167
POINT (171.0391354 -44.73279775),121163,1782195,33494,"12 George Street, Waimate",12,12,,George Street,Waimate,Waimate District,George Street,"12 George Street, Waimate",Waimate,171.0391354,-44.73279775
POINT (171.0430474833 -44.7298962167),121320,1787213,30535,"22 Rhodes Street, Waimate",22,22,,Rhodes Street,Waimate,Waimate District,Rhodes Street,"22 Rhodes Street, Waimate",Waimate,171.04304748299998,-44.7298962167
POINT (171.04221585 -44.73268775),121327,1786566,29043,"23 Harris Street, Waimate",23,23,,Harris Street,Waimate,Waimate District,Harris Street,"23 Harris Street, Waimate",Waimate,171.04221585,-44.73268775
POINT (171.0434518333 -44.726493),121428,1782284,54163,"35 Maude Street, Waimate",35,35,,Maude Street,Waimate,Waimate District,Maude Street,"35 Maude Street, Waimate",Waimate,171.043451833,-44.726493
POINT (171.0376664167 -44.7326651167),121477,1782350,30073,"47 Belt Street, Waimate",47,47,,Belt Street,Waimate,Waimate District,Belt Street,"47 Belt Street, Waimate",Waimate,171.037666417,-44.7326651167
POINT (171.0355996333 -44.7343163833),121597,1782350,30073,"75 Belt Street, Waimate",75,75,,Belt Street,Waimate,Waimate District,Belt Street,"75 Belt Street, Waimate",Waimate,171.035599633,-44.7343163833
POINT (171.0387576833 -44.7415790833),121841,1787411,35327,"6 Pitman Place, Waimate",6,6,,Pitman Place,Waimate,Waimate District,Pitman Place,"6 Pitman Place, Waimate",Waimate,171.038757683,-44.741579083299996
POINT (171.0485873 -44.73114605),122028,1782261,48777,"15 Leonard Street, Waimate",15,15,,Leonard Street,Waimate,Waimate District,Leonard Street,"15 Leonard Street, Waimate",Waimate,171.0485873,-44.73114605
POINT (171.04850035 -44.7324928667),122214,3015409,31542,"49 Queen Street, Waimate",49,49,,Queen Street,Waimate,Waimate District,Queen Street,"49 Queen Street, Waimate",Waimate,171.04850035,-44.7324928667
POINT (171.0453342833 -44.7329620667),122240,1783512,50889,"56 Shearman Street, Waimate",56,56,,Shearman Street,Waimate,Waimate District,Shearman Street,"56 Shearman Street, Waimate",Waimate,171.045334283,-44.732962066700004
POINT (171.04728675 -44.7330541667),122291,3015409,50285,"74 Queen Street, Waimate",74,74,,Queen Street,Waimate,Waimate District,Queen Street,"74 Queen Street, Waimate",Waimate,171.04728675,-44.7330541667
POINT (171.1878849333 -44.5320121333),124277,1786795,41356,"35 Thackeray Street, Saint Andrews",35,35,,Thackeray Street,Saint Andrews,Waimate District,Thackeray Street,"35 Thackeray Street, Saint Andrews",Saint Andrews,171.187884933,-44.5320121333
POINT (170.9748957167 -44.8264902167),558247,1783557,320685,"299 Waikakahi Valley Road, Ikawai",299,299,,Waikakahi Valley Road,Ikawai,Waimate District,Waikakahi Valley Road,"299 Waikakahi Valley Road, Ikawai",Ikawai,170.974895717,-44.8264902167
POINT (170.858299 -44.849263),947723,3040074,40309,"1056 Elephant Hill Road, Ikawai",1056,1056,,Elephant Hill Road,Ikawai,Waimate District,Elephant Hill Road,"1056 Elephant Hill Road, Ikawai",Ikawai,170.858299,-44.849263
POINT (170.9390052167 -44.8695740167),947893,3066623,320747,"643 Ikawai Middle Road, Ikawai",643,643,,Ikawai Middle Road,Ikawai,Waimate District,Ikawai Middle Road,"643 Ikawai Middle Road, Ikawai",Ikawai,170.93900521700002,-44.8695740167
POINT (171.043429 -44.744258),947900,1783510,37141,"3 Settlement Road, Waimate",3,3,,Settlement Road,Waimate,Waimate District,Settlement Road,"3 Settlement Road, Waimate",Waimate,171.043429,-44.744258
POINT (171.113616 -44.864818),947977,1782314,33841,"592 Morven Glenavy Road, Morven",592,592,,Morven Glenavy Road,Morven,Waimate District,Morven Glenavy Road,"592 Morven Glenavy Road, Morven",Morven,171.11361599999998,-44.864818
POINT (171.014945 -44.736827),948221,3061045,39233,"201 Point Bush Road, Waimate",201,201,,Point Bush Road,Waimate,Waimate District,Point Bush Road,"201 Point Bush Road, Waimate",Waimate,171.01494499999998,-44.736827000000005
POINT (170.9807259833 -44.706911),948249,1787271,54709,"617 Mill Road, Waimate",617,617,,Mill Road,Waimate,Waimate District,Mill Road,"617 Mill Road, Waimate",Waimate,170.98072598299999,-44.706911
POINT (171.041861 -44.723897),948317,1782134,29602,"72 Parsonage Road, Waimate",72,72,,Parsonage Road,Waimate,Waimate District,Parsonage Road,"72 Parsonage Road, Waimate",Waimate,171.041861,-44.723896999999994
POINT (170.883757 -44.333192),949740,3018156,318235,"1419 Cannington Road, Hunters Hills",1419,1419,,Cannington Road,Hunters Hills,Waimate District,Cannington Road,"1419 Cannington Road, Hunters Hills",Hunters Hills,170.883757,-44.333192
POINT (171.133358 -44.922987),950404,1782160,36107,"256 Andrews Road, Glenavy",256,256,,Andrews Road,Glenavy,Waimate District,Andrews Road,"256 Andrews Road, Glenavy",Glenavy,171.13335800000002,-44.922987
POINT (170.515333 -44.687939),951007,1786560,320981,"19 Farm Road, Hakataramea, Kurow",19,19,,Farm Road,Hakataramea,Waimate District,Farm Road,"19 Farm Road, Hakataramea, Kurow",Hakataramea,170.515333,-44.687939
POINT (171.0374901833 -44.7409207667),1137218,3015409,360783,"230 Queen Street, Waimate",230,230,,Queen Street,Waimate,Waimate District,Queen Street,"230 Queen Street, Waimate",Waimate,171.037490183,-44.7409207667
POINT (171.03318545 -44.72443385),1361447,1786803,36030,"8 Allan Street, Waimate",8,8,,Allan Street,Waimate,Waimate District,Allan Street,"8 Allan Street, Waimate",Waimate,171.03318545,-44.72443385
POINT (171.0703575167 -44.73470435),1601103,1782309,44524,"116 Molloys Road, Waimate",116,116,,Molloys Road,Waimate,Waimate District,Molloys Road,"116 Molloys Road, Waimate",Waimate,171.07035751700002,-44.73470435
POINT (171.1702076667 -44.7741784167),1626221,1783587,320654,"290 Byrnes Road, Morven",290,290,,Byrnes Road,Morven,Waimate District,Byrnes Road,"290 Byrnes Road, Morven",Morven,171.170207667,-44.7741784167
POINT (170.4850694167 -44.72324995),120435,1782328,320986,"27 Old Slip Road, Hakataramea, Kurow",27,27,,Old Slip Road,Hakataramea,Waimate District,Old Slip Road,"27 Old Slip Road, Hakataramea, Kurow",Hakataramea,170.485069417,-44.72324995
POINT (171.04110625 -44.7284270167),121203,1782127,33579,"153 High Street, Waimate",153,153,,High Street,Waimate,Waimate District,High Street,"153 High Street, Waimate",Waimate,171.04110625,-44.7284270167
POINT (171.0391018 -44.7266961),121293,1782127,31004,"202 High Street, Waimate",202,202,,High Street,Waimate,Waimate District,High Street,"202 High Street, Waimate",Waimate,171.03910180000003,-44.7266961
POINT (171.03895295 -44.7336673833),121524,1787213,47887,"59 Rhodes Street, Waimate",59,59,,Rhodes Street,Waimate,Waimate District,Rhodes Street,"59 Rhodes Street, Waimate",Waimate,171.03895295,-44.7336673833
POINT (171.0425832833 -44.7347157833),121627,1783512,50890,"88 Shearman Street, Waimate",88,88,,Shearman Street,Waimate,Waimate District,Shearman Street,"88 Shearman Street, Waimate",Waimate,171.042583283,-44.7347157833
POINT (171.0385520667 -44.7418586167),121660,1787411,35327,"10 Pitman Place, Waimate",10,10,,Pitman Place,Waimate,Waimate District,Pitman Place,"10 Pitman Place, Waimate",Waimate,171.038552067,-44.7418586167
POINT (171.05008065 -44.7328329833),122138,1782255,32494,"2 Kennedy Crescent, Waimate",2,2,,Kennedy Crescent,Waimate,Waimate District,Kennedy Crescent,"2 Kennedy Crescent, Waimate",Waimate,171.05008065,-44.7328329833
POINT (171.0490671167 -44.7310689833),122227,1782261,48777,"4 Leonard Street, Waimate",4,4,,Leonard Street,Waimate,Waimate District,Leonard Street,"4 Leonard Street, Waimate",Waimate,171.04906711700002,-44.7310689833
POINT (171.0480487 -44.7330280333),122247,3015409,50285,"59 Queen Street, Waimate",59,59,,Queen Street,Waimate,Waimate District,Queen Street,"59 Queen Street, Waimate",Waimate,171.0480487,-44.7330280333
POINT (171.0479666333 -44.7330905667),122267,3015409,50285,"63 Queen Street, Waimate",63,63,,Queen Street,Waimate,Waimate District,Queen Street,"63 Queen Street, Waimate",Waimate,171.047966633,-44.7330905667
POINT (171.10351285 -44.91532455),122724,1782338,29473,"12 Parker Street, Glenavy",12,12,,Parker Street,Glenavy,Waimate District,Parker Street,"12 Parker Street, Glenavy",Glenavy,171.10351285,-44.91532455
POINT (171.0985119 -44.9163566333),122735,1782220,42746,"35 Ruane Street, Glenavy",35,35,,Ruane Street,Glenavy,Waimate District,Ruane Street,"35 Ruane Street, Glenavy",Glenavy,171.0985119,-44.9163566333
POINT (171.1098892833 -44.8198608833),122799,1782275,43621,"29 MacLean Street, Morven",29,29,,MacLean Street,Morven,Waimate District,MacLean Street,"29 MacLean Street, Morven",Morven,171.109889283,-44.8198608833
POINT (171.1923432667 -44.52961145),124293,1783553,54943,"5 Braddon Street, Saint Andrews",5,5,,Braddon Street,Saint Andrews,Waimate District,Braddon Street,"5 Braddon Street, Saint Andrews",Saint Andrews,171.192343267,-44.52961145
POINT (171.0496730167 -44.7237599333),1467761,1783593,39947,"44 Cashel Street, Waimate",44,44,,Cashel Street,Waimate,Waimate District,Cashel Street,"44 Cashel Street, Waimate",Waimate,171.049673017,-44.7237599333
POINT (170.594205 -44.657083),947564,3060426,32420,"1308 Hakataramea Valley Road, Hakataramea Valley",1308,1308,,Hakataramea Valley Road,Hakataramea Valley,Waimate District,Hakataramea Valley Road,"1308 Hakataramea Valley Road, Hakataramea Valley",Hakataramea Valley,170.59420500000002,-44.657083
POINT (170.4836278167 -44.6907319667),947641,1782221,46947,"164 Hayes Road, Hakataramea, Kurow",164,164,,Hayes Road,Hakataramea,Waimate District,Hayes Road,"164 Hayes Road, Hakataramea, Kurow",Hakataramea,170.483627817,-44.6907319667
POINT (170.900933 -44.76257),947817,1783555,56509,"264 Waihaorunga Road, Waihaorunga",264,264,,Waihaorunga Road,Waihaorunga,Waimate District,Waihaorunga Road,"264 Waihaorunga Road, Waihaorunga",Waihaorunga,170.900933,-44.762570000000004
POINT (170.967935 -44.783462),947899,3041498,283552,"795 Hakataramea Highway, Waimate",795,795,,Hakataramea Highway,Waimate,Waimate District,Hakataramea Highway,"795 Hakataramea Highway, Waimate",Waimate,170.967935,-44.783462
POINT (171.0181348 -44.7370006167),948232,3061045,39233,"176 Point Bush Road, Waimate",176,176,,Point Bush Road,Waimate,Waimate District,Point Bush Road,"176 Point Bush Road, Waimate",Waimate,171.0181348,-44.7370006167
POINT (171.093879 -44.651271),949341,1782325,322276,"339 O'Neills Road, Makikihi",339,339,,O'Neills Road,Makikihi,Waimate District,O'Neills Road,"339 O'Neills Road, Makikihi",Makikihi,171.09387900000002,-44.651271
POINT (171.060335 -44.61208),949397,3039251,53912,"94 Bussells Road, Otaio",94,94,,Bussells Road,Otaio,Waimate District,Bussells Road,"94 Bussells Road, Otaio",Otaio,171.060335,-44.61208
POINT (171.011872 -44.498289),949518,3042767,28900,"1535 Blue Cliffs Road, Otaio",1535,1535,,Blue Cliffs Road,Otaio,Waimate District,Blue Cliffs Road,"1535 Blue Cliffs Road, Otaio",Otaio,171.011872,-44.498289
POINT (171.04578 -44.466922),949638,1787217,320763,"382 Ward Road, Southburn",382,382,,Ward Road,Southburn,Waimate District,Ward Road,"382 Ward Road, Southburn",Southburn,171.04578,-44.466922
POINT (170.935488 -44.448008),949711,1782237,51384,"61 Howells Road, Maungati",61,61,,Howells Road,Maungati,Waimate District,Howells Road,"61 Howells Road, Maungati",Maungati,170.935488,-44.448008
POINT (171.150517 -44.591462),950232,3052729,42360,"1174 Waimate Highway, Otaio",1174,1174,,Waimate Highway,Otaio,Waimate District,Waimate Highway,"1174 Waimate Highway, Otaio",Otaio,171.15051699999998,-44.591462
POINT (171.105055 -44.4534449667),950365,1782248,42921,"1 Jefcoates Road, Southburn",1,1,,Jefcoates Road,Southburn,Waimate District,Jefcoates Road,"1 Jefcoates Road, Southburn",Southburn,171.105055,-44.4534449667
POINT (171.035235 -44.421514),951000,1782149,42536,"153 Craigmore Valley Road, Maungati",153,153,,Craigmore Valley Road,Maungati,Waimate District,Craigmore Valley Road,"153 Craigmore Valley Road, Maungati",Maungati,171.035235,-44.421514
POINT (170.523839 -44.670831),951056,1782305,281749,"197 Milne Road, Hakataramea, Kurow",197,197,,Milne Road,Hakataramea,Waimate District,Milne Road,"197 Milne Road, Hakataramea, Kurow",Hakataramea,170.52383899999998,-44.670831
POINT (170.4308583833 -44.3825880167),1386356,1782080,55103,"826 Stony River Road, Tekapo",826,826,,Stony River Road,Tekapo,Waimate District,Stony River Road,"826 Stony River Road, Tekapo",Tekapo,170.430858383,-44.3825880167
POINT (171.0998286833 -44.9153759667),1444459,1786562,46495,"26 Glenavy Tawai Road, Glenavy",26,26,,Glenavy Tawai Road,Glenavy,Waimate District,Glenavy Tawai Road,"26 Glenavy Tawai Road, Glenavy",Glenavy,171.099828683,-44.9153759667
POINT (171.0684771667 -44.7061610167),1556287,1782206,53724,"55 Adams Road, Waimate",55,55,,Adams Road,Waimate,Waimate District,Adams Road,"55 Adams Road, Waimate",Waimate,171.068477167,-44.7061610167
POINT (171.0287798667 -44.7186869),1576781,1782267,40101,"47 Bakers Road, Waimate",47,47,,Bakers Road,Waimate,Waimate District,Bakers Road,"47 Bakers Road, Waimate",Waimate,171.028779867,-44.7186869
POINT (171.0502714 -44.7345131),1768179,1782341,31778,"3 Paul Street, Waimate",3,3,,Paul Street,Waimate,Waimate District,Paul Street,"3 Paul Street, Waimate",Waimate,171.0502714,-44.7345131
POINT (171.0824098 -44.8585594167),1845886,3052729,55680,"4250 Waimate Highway, Morven",4250,4250,,Waimate Highway,Morven,Waimate District,Waimate Highway,"4250 Waimate Highway, Morven",Morven,171.08240980000002,-44.858559416700004
POINT (171.0282746 -44.72788735),121018,1786803,37363,"43 Allan Street, Waimate",43,43,,Allan Street,Waimate,Waimate District,Allan Street,"43 Allan Street, Waimate",Waimate,171.0282746,-44.72788735
POINT (171.03417395 -44.7341425167),121031,1787271,37565,"48 Mill Road, Waimate",48,48,,Mill Road,Waimate,Waimate District,Mill Road,"48 Mill Road, Waimate",Waimate,171.03417395,-44.734142516700004
POINT (171.0399596833 -44.7277059333),121224,1782127,39269,"165 High Street, Waimate",165,165,,High Street,Waimate,Waimate District,High Street,"165 High Street, Waimate",Waimate,171.039959683,-44.7277059333
POINT (171.0443252833 -44.7321473667),121358,1782246,50883,"26 Innes Street, Waimate",26,26,,Innes Street,Waimate,Waimate District,Innes Street,"26 Innes Street, Waimate",Waimate,171.044325283,-44.7321473667
POINT (171.0447691333 -44.7334162833),121522,1783512,50886,"58 Shearman Street, Waimate",58,58,,Shearman Street,Waimate,Waimate District,Shearman Street,"58 Shearman Street, Waimate",Waimate,171.044769133,-44.7334162833
POINT (171.04084715 -44.7361272667),121656,1783512,42117,"102 Shearman Street, Waimate",102,102,,Shearman Street,Waimate,Waimate District,Shearman Street,"102 Shearman Street, Waimate",Waimate,171.04084715,-44.7361272667
POINT (171.0401947333 -44.735925),121677,1787271,45604,"12 Mill Road, Waimate",12,12,,Mill Road,Waimate,Waimate District,Mill Road,"12 Mill Road, Waimate",Waimate,171.040194733,-44.735925
POINT (171.0410518333 -44.7410569667),121691,3004941,54208,"14 Gorge Road, Waimate",14,14,,Gorge Road,Waimate,Waimate District,Gorge Road,"14 Gorge Road, Waimate",Waimate,171.04105183299998,-44.7410569667
POINT (171.0524047167 -44.72876205),121951,1782132,34368,"11 Oxford Street, Waimate",11,11,,Oxford Street,Waimate,Waimate District,Oxford Street,"11 Oxford Street, Waimate",Waimate,171.052404717,-44.72876205
POINT (171.0471523667 -44.73150985),122019,1783512,47891,"14 Shearman Street, Waimate",14,14,,Shearman Street,Waimate,Waimate District,Shearman Street,"14 Shearman Street, Waimate",Waimate,171.047152367,-44.73150985
POINT (171.0454641333 -44.7297330833),122021,1782224,53725,"14 Herbert Street, Waimate",14,14,,Herbert Street,Waimate,Waimate District,Herbert Street,"14 Herbert Street, Waimate",Waimate,171.045464133,-44.7297330833
POINT (171.0478083333 -44.7280887833),122148,1782125,53121,"2 Exeter Street, Waimate",2,2,,Exeter Street,Waimate,Waimate District,Exeter Street,"2 Exeter Street, Waimate",Waimate,171.047808333,-44.7280887833
POINT (171.0459493167 -44.7269874833),122204,1782134,46293,"42 Parsonage Road, Waimate",42,42,,Parsonage Road,Waimate,Waimate District,Parsonage Road,"42 Parsonage Road, Waimate",Waimate,171.045949317,-44.7269874833
POINT (171.0464948167 -44.7331217333),122206,1783512,50887,"43 Shearman Street, Waimate",43,43,,Shearman Street,Waimate,Waimate District,Shearman Street,"43 Shearman Street, Waimate",Waimate,171.046494817,-44.7331217333
POINT (171.04719045 -44.7337170667),122349,3015409,50891,"95 Queen Street, Waimate",95,95,,Queen Street,Waimate,Waimate District,Queen Street,"95 Queen Street, Waimate",Waimate,171.04719045,-44.7337170667
POINT (171.0501022167 -44.7367822333),122449,1786800,36906,"34 Wilkin Street, Waimate",34,34,,Wilkin Street,Waimate,Waimate District,Wilkin Street,"34 Wilkin Street, Waimate",Waimate,171.05010221700002,-44.7367822333
POINT (171.0520575167 -44.7384575167),122490,1786800,43265,"59 Wilkin Street, Waimate",59,59,,Wilkin Street,Waimate,Waimate District,Wilkin Street,"59 Wilkin Street, Waimate",Waimate,171.052057517,-44.7384575167
