,address,boolean
2378,"18 Robin Street, Burwood, Christchurch",Request timed out
2379,"37 Basingstoke Street, Aranui, Christchurch",Request timed out
2384,"502/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
2386,"50 Mahlet Street, Northwood, Christchurch",Request timed out
2387,"27 Kingsbridge Drive, Burwood, Christchurch",Request timed out
2389,"12 MacGibbon Place, Spreydon, Christchurch",Request timed out
2390,"10 Bendrose Crescent, Wigram, Christchurch",Request timed out
2391,"303B/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
2392,"3AB/109 Worcester Street, Christchurch Central, Christchurch",Request timed out
2393,"3AF/109 Worcester Street, Christchurch Central, Christchurch",Request timed out
2396,"15 Staveley Street, Avonhead, Christchurch",Request timed out
2398,"45 Balgay Street, Upper Riccarton, Christchurch",Request timed out
2399,"11 Cardinal Drive, Hillmorton, Christchurch",Request timed out
2401,"27 Barrowclough Street, Hoon Hay, Christchurch",Request timed out
2405,"10 Parade Court, Addington, Christchurch",Request timed out
2407,"16 Stanley Street, Sydenham, Christchurch",Request timed out
2408,"59 Cashmere Road, Cashmere, Christchurch",Request timed out
2412,"53 Rochester Street, Linwood, Christchurch",Request timed out
2413,"18 Marlborough Street, Phillipstown, Christchurch",Request timed out
2416,"17 Cossar Street, Burwood, Christchurch",Request timed out
2418,"10 Seacroft Place, Waimairi Beach, Christchurch",Request timed out
2420,"10 Starwood Lane, Clifton, Christchurch",Request timed out
2421,"10 Manly Place, North New Brighton, Christchurch",Request timed out
2424,"71 Curries Road, Woolston, Christchurch",Request timed out
2425,"11 Morgans Valley, Heathcote Valley, Christchurch",Request timed out
2427,"17 Marwick Place, Redwood, Christchurch",Request timed out
2428,"18 Roydon Drive, Templeton, Christchurch",Request timed out
2429,"34 Malabar Crescent, Broomfield, Christchurch",Request timed out
2433,"21 Glenburn Place, Avonhead, Christchurch",Request timed out
2434,"108 Mathers Road, Hoon Hay, Christchurch",Request timed out
2435,"23 Morrison Avenue, Northcote, Christchurch",Request timed out
2441,"18 Malcolm Avenue, Cashmere, Christchurch",Request timed out
2442,"19 Rossmore Terrace, Cashmere, Christchurch",Request timed out
2456,"61 Cottonwood Street, Parklands, Christchurch",Request timed out
2457,"36 Tomrich Street, Aranui, Christchurch",Request timed out
2458,"40 Rowan Avenue, Aranui, Christchurch",Request timed out
2459,"56 Beach Road, North New Brighton, Christchurch",Request timed out
2460,"149 Seaview Road, New Brighton, Christchurch",Request timed out
2461,"15 Brook Street, Bexley, Christchurch",Request timed out
2462,"37 Morganwood Street, Bexley, Christchurch",Request timed out
2463,"122 Major Hornbrook Road, Mount Pleasant, Christchurch",Request timed out
2464,"26 Patmos Place, Mount Pleasant, Christchurch",Request timed out
2465,"101 Main Road, Redcliffs, Christchurch",Request timed out
2466,"2/164 Kilmore Street, Christchurch Central, Christchurch",Request timed out
2467,"31 Rossall Street, Merivale, Christchurch",Request timed out
2468,"14 Clinton Lane, Woolston, Christchurch",Request timed out
2469,"12A Clinton Lane, Woolston, Christchurch",Request timed out
2472,"14A Humboldt Street, Sydenham, Christchurch",Request timed out
2478,"10/1025 Ferry Road, Ferrymead, Christchurch",Request timed out
2479,"18 Parkhouse Road, Wigram, Christchurch",Request timed out
2483,"45 Hassals Lane, Waltham, Christchurch",Request timed out
2484,"10 Mays Road, St Albans, Christchurch",Request timed out
2486,"21 Ward Street, Addington, Christchurch",Request timed out
2487,"34 Ward Street, Addington, Christchurch",Request timed out
2488,"38 Ward Street, Addington, Christchurch",Request timed out
2489,"61 Ward Street, Addington, Christchurch",Request timed out
2491,"12 Mayfair Street, Riccarton, Christchurch",Request timed out
2492,"11 Longueval Lane, Broomfield, Christchurch",Request timed out
2493,"109BY Worcester Street, Christchurch Central, Christchurch",Request timed out
2494,"2AE/109 Worcester Street, Christchurch Central, Christchurch",Request timed out
2496,"14 Maple Street, Bishopdale, Christchurch",Request timed out
2497,"45 Hands Road, Middleton, Christchurch",Request timed out
2498,"38 Mays Road, St Albans, Christchurch",Request timed out
2499,"108 Merivale Lane, Merivale, Christchurch",Request timed out
2505,"14 Maling Street, Avonside, Christchurch",Request timed out
2509,"101A/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
2510,"701/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
2513,"11 Belgrove Place, Parklands, Christchurch",Request timed out
2516,"14 Mary McLean Place, Hillsborough, Christchurch",Request timed out
2517,"10 Mason Place, Sockburn, Christchurch",Request timed out
2518,"15 Cam Place, Harewood, Christchurch",Request timed out
2520,"15 Strowan Road, Strowan, Christchurch",Request timed out
2521,"14 Jane Deans Close, Riccarton, Christchurch",Request timed out
2523,"40 Grove Road, Addington, Christchurch",Request timed out
2524,"130 Hackthorne Road, Cashmere, Christchurch",Request timed out
2525,"130 High Street, Christchurch Central, Christchurch",Request timed out
2530,"103/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
2531,"42A/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
2532,"109BAK Worcester Street, Christchurch Central, Christchurch",Request timed out
2534,"10 Brightstone Crescent, Aranui, Christchurch",Request timed out
2536,"12 Waterford Avenue, Northwood, Christchurch",Request timed out
2538,"52 Concord Place, Burwood, Christchurch",Request timed out
2541,"18 Marsack Crescent, Halswell, Christchurch",Request timed out
2543,"11 Beanland Avenue, Spreydon, Christchurch",Request timed out
2547,"32 Mountfort Street, Spreydon, Christchurch",Request timed out
2548,"6 Lucknow Place, Cashmere, Christchurch",Request timed out
2549,"15 Stoneyhurst Street, St Albans, Christchurch",Request timed out
2551,"12 Manhire Street, Spreydon, Christchurch",Request timed out
2554,"15 Parklands Drive, Huntsbury, Christchurch",Request timed out
2556,"14 Chelsea Street, Linwood, Christchurch",Request timed out
2557,"48 Glenroy Street, Woolston, Christchurch",Request timed out
2558,"22 Pegasus Avenue, North New Brighton, Christchurch",Request timed out
2559,"12/1 Lady Isaac Way, Mairehau, Christchurch",Request timed out
2560,"1/336 Lincoln Road, Addington, Christchurch",Request timed out
2561,"119 Worcester Street, Christchurch Central, Christchurch",Request timed out
2562,"71/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
2563,"109BBD Worcester Street, Christchurch Central, Christchurch",Request timed out
2564,"115Y Worcester Street, Christchurch Central, Christchurch",Request timed out
2565,"2 Rockview Place, Mount Pleasant, Christchurch",Request timed out
2566,"114 McCormacks Bay Road, Mount Pleasant, Christchurch",Request timed out
2567,"30 Basil Place, Mount Pleasant, Christchurch",Request timed out
2568,"24 Halwyn Drive, Hei Hei, Christchurch",Request timed out
2570,"18 Mary McLean Place, Hillsborough, Christchurch",Request timed out
2571,"11 Conie Glen Lane, Broomfield, Christchurch",Request timed out
2572,"16 Rostrevor Place, Mairehau, Christchurch",Request timed out
2573,"11 Consul Place, Wigram, Christchurch",Request timed out
2577,"20 Sabys Road, Halswell, Christchurch",Request timed out
2578,"32 Makora Street, Fendalton, Christchurch",Request timed out
2579,"11 Renwick Place, Hillmorton, Christchurch",Request timed out
2586,"23 Helmores Lane, Merivale, Christchurch",Request timed out
2587,"10 Domain Terrace, Spreydon, Christchurch",Request timed out
2591,"18 Studholme Street, Somerfield, Christchurch",Request timed out
2592,"15 Kidson Terrace, Cashmere, Christchurch",Request timed out
2594,"11 Mahars Road, Mairehau, Christchurch",Request timed out
2596,"15 Castle Way, Beckenham, Christchurch",Request timed out
2598,"21 Major Aitken Drive, Huntsbury, Christchurch",Request timed out
2599,"110 Stanmore Road, Linwood, Christchurch",Request timed out
2602,"16 Pages Road, Linwood, Christchurch",Request timed out
2603,"11 Logie Place, Bromley, Christchurch",Request timed out
2604,"18 Waratah Street, Avondale, Christchurch",Request timed out
2605,"36 Breezes Road, Avondale, Christchurch",Request timed out
2606,"26 Carters Road, Aranui, Christchurch",Request timed out
2609,"20 Sandown Crescent, Aranui, Christchurch",Request timed out
2610,"32 Monowai Crescent, North New Brighton, Christchurch",Request timed out
2612,"23/336 Lincoln Road, Addington, Christchurch",Request timed out
2617,"52A/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
2619,"102 Burke Street, Addington, Christchurch",Request timed out
2622,"12 Stallion Avenue, Halswell, Christchurch",Request timed out
2626,"27 Champagne Avenue, Yaldhurst, Christchurch",Request timed out
2630,"160 Buchanans Road, Hei Hei, Christchurch",Request timed out
2632,"38 Malabar Crescent, Broomfield, Christchurch",Request timed out
2633,"14 Chappie Place, Hornby, Christchurch",Request timed out
2638,"27 Wildberry Street, Woolston, Christchurch",Request timed out
2639,"109BAZ Worcester Street, Christchurch Central, Christchurch",Request timed out
2641,"34 Wai-Iti Terrace, Burnside, Christchurch",Request timed out
2643,"10 Matipo Street, Riccarton, Christchurch",Request timed out
2644,"133 Watford Street, Strowan, Christchurch",Request timed out
2645,"18 Walnut Avenue, Strowan, Christchurch",Request timed out
2646,"45 Halton Street, Strowan, Christchurch",Request timed out
2648,"19 Matai Street East, Riccarton, Christchurch",Request timed out
2649,"24 Harker Street, Spreydon, Christchurch",Request timed out
2650,"28 Harker Street, Spreydon, Christchurch",Request timed out
2651,"33 Rollesby Street, Hoon Hay, Christchurch",Request timed out
2653,"48 Office Road, Merivale, Christchurch",Request timed out
2658,"170 Strickland Street, Sydenham, Christchurch",Request timed out
2659,"16 Cardiff Avenue, Somerfield, Christchurch",Request timed out
2660,"31 Cashmere Road, Cashmere, Christchurch",Request timed out
2661,"20 Kidson Terrace, Cashmere, Christchurch",Request timed out
2662,"11 Martin Avenue, Beckenham, Christchurch",Request timed out
2663,"40 Hanmer Street, Linwood, Christchurch",Request timed out
2668,"12 Mascot Place, Burwood, Christchurch",Request timed out
2669,"28 Compton Street, Woolston, Christchurch",Request timed out
2670,"16 Carters Road, Aranui, Christchurch",Request timed out
2671,"33 Maces Road, Bromley, Christchurch",Request timed out
2672,"16 Main Road, Mount Pleasant, Christchurch",Request timed out
2673,"36 Britannia Street, North New Brighton, Christchurch",Request timed out
2674,"32 Marama Crescent, Mount Pleasant, Christchurch",Request timed out
2675,"15 Leaver Terrace, North New Brighton, Christchurch",Request timed out
2676,"12 Starwood Lane, Clifton, Christchurch",Request timed out
2677,"18 Mahlet Street, Northwood, Christchurch",Request timed out
2679,"14A School Road, Halswell, Christchurch",Request timed out
2680,"11 Marcella Gardens, Aidanfield, Christchurch",Request timed out
2683,"15 Strathcarron Place, Broomfield, Christchurch",Request timed out
2684,"15 Mary McLean Place, Hillsborough, Christchurch",Request timed out
2685,"12 Montague Street, Islington, Christchurch",Request timed out
2691,"17 Cobra Street, Halswell, Christchurch",Request timed out
2693,"16 Makora Street, Fendalton, Christchurch",Request timed out
2694,"24 Rowley Avenue, Hoon Hay, Christchurch",Request timed out
2695,"12 Morrison Avenue, Northcote, Christchurch",Request timed out
2696,"32 Moreland Avenue, Papanui, Christchurch",Request timed out
2697,"29 Condell Avenue, Papanui, Christchurch",Request timed out
2698,"32 Leander Street, Northcote, Christchurch",Request timed out
2699,"11 Hawthorne Street, Strowan, Christchurch",Request timed out
2700,"18 St Andrews Square, Strowan, Christchurch",Request timed out
2703,"28 Collins Street, Addington, Christchurch",Request timed out
2705,"22 Carrick Street, Mairehau, Christchurch",Request timed out
2706,"204A/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
2707,"703/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
2708,"27 Mt Pleasant Road, Mount Pleasant, Christchurch",Request timed out
2710,"74 Greenpark Street, Hoon Hay, Christchurch",Request timed out
2712,"11 Waimea Terrace, Beckenham, Christchurch",Request timed out
2716,"8 Menzies Street, Sumner, Christchurch",Request timed out
2717,"109BAV Worcester Street, Christchurch Central, Christchurch",Request timed out
2718,"109BT Worcester Street, Christchurch Central, Christchurch",Request timed out
2719,"39 Conference Street, Christchurch Central, Christchurch",Request timed out
2720,"160/1 Lady Isaac Way, Mairehau, Christchurch",Request timed out
2721,"18 Waitohi Street, Hornby, Christchurch",Request timed out
2723,"17 Walnut Avenue, Strowan, Christchurch",Request timed out
2724,"51 Coronation Street, Spreydon, Christchurch",Request timed out
2725,"28 Harvey Terrace, Richmond, Christchurch",Request timed out
2726,"31 Robson Avenue, Avonside, Christchurch",Request timed out
2730,"17 Strathcarron Place, Broomfield, Christchurch",Request timed out
2737,"15 Dee Street, St Albans, Christchurch",Request timed out
2738,"14 Harvey Terrace, Richmond, Christchurch",Request timed out
2740,"17 Walcot Street, Bromley, Christchurch",Request timed out
2742,"25 Marine Parade, North New Brighton, Christchurch",Request timed out
2743,"11 Wakatu Avenue, Moncks Bay, Christchurch",Request timed out
2744,"16/146 King Street, Sydenham, Christchurch",Request timed out
2745,"61B/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
2746,"2AA/109 Worcester Street, Christchurch Central, Christchurch",Request timed out
2747,"10 Marshall Street, Woolston, Christchurch",Request timed out
2752,"11 Fairmile Place, Russley, Christchurch",Request timed out
2753,"15 Witbrock Crescent, Burnside, Christchurch",Request timed out
2755,"29 Maryhill Avenue, Hoon Hay, Christchurch",Request timed out
2759,"5 Holcombe Place, Somerfield, Christchurch",Request timed out
2760,"17 Conifer Place, Huntsbury, Christchurch",Request timed out
2763,"15 Rowcliffe Crescent, Avonside, Christchurch",Request timed out
2764,"23 Cossar Street, Burwood, Christchurch",Request timed out
2765,"18 Heyders Road, Spencerville, Christchurch",Request timed out
2767,"17 Mafeking Street, New Brighton, Christchurch",Request timed out
2768,"12 Colenso Street, Sumner, Christchurch",Request timed out
2770,"23 St Heliers Crescent, Aranui, Christchurch",Request timed out
